"NORTHWICH, WINNINGTON (second gauge)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SJ648734,Long,-2.529086,Lat,53.25643,Elevation,80,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,,,1.39,3.88,3.07,1.26,0.82,2.47,1.5,2.85,1.39,1.44,3.03,1.12,1.42,1.83,3.21,3.26,1.73,1.7,2.51,1.99,1.25,4.15,1.1,2.02,1.41,2.94,0.9,3.89,2.88,1.49,3.99,1.61,2.22,1.71,2.77,4.18,3.36,3.76,2.09,2.71,2.16,2.49,3.56,6,2.04,4.15,2.79,2.82,1.47,1.91,1.6,3.68,2.79,3.64,4.45,2.29,2.24,2.82,4.23,3.63,2.65,2.94,1.8,6.26,2.7,0.97,2.18,3.14,0.9,2.24,2.44,4.4,1.38,2.63,2.84,4.8
February,,,,,,1.76,0.79,0.48,0.59,1.64,0.65,0.21,1.68,2.37,2.75,0.21,1.64,2.99,2.02,1.2,3.2,1.52,1.53,1.58,3,1.38,2.52,1.69,2.25,0.85,2.02,2.43,1.03,1.36,1.5,2.94,3.43,1.35,2.47,1.07,2.65,0.31,3.2,4.21,0.85,4.41,3.27,1.44,2.5,1,0.2,2.65,0.1,2.65,0.24,2.49,1.86,4.62,0.74,2.22,1.75,3.03,1.46,1.5,1.38,2.38,4.36,0.67,1.43,1.64,4.38,2.14,1.38,1.15,2.48,2.12,0.47,2.1,4.51,0.27,2.31
March,,,,,,2.16,1.69,1.45,1.81,2.15,1.77,1.33,1.03,0.36,1.31,2.07,3.14,2.05,0.86,1.63,1.23,1.54,1.83,3.58,1.32,2.94,2.58,2.15,2.51,2.46,0.62,1.32,4.09,3.65,2.87,1.64,1.74,2.03,1.18,6.14,3.56,1.64,1.93,1.59,1.06,1.01,1.33,3.09,1.51,0.64,2.53,0.46,1.5,1.99,1.74,0.99,1.11,1.18,0.84,1.61,2.33,2.72,1.69,1.19,0.7,0.73,0.64,4.86,0.63,2.32,1.25,4.64,1.64,1.66,2.18,1.97,1.16,2.5,1.4,1.14,1.17
April,,,,,,1.84,1.43,1.1,0.96,2.45,1.17,2.03,1.25,0.71,1.48,2.2,1.48,2.12,1.63,2.83,1.33,1.81,2.18,1.64,1.55,2.13,1.7,1.28,2.82,1.93,2.83,1.81,0.26,3.63,0.67,1.07,1.98,1.98,0.92,2.51,4.48,1.2,2.39,2.68,2.05,1.21,0.82,2.8,0.91,0.76,2.62,2.6,2.93,0.98,1.39,2.27,1.55,2.85,0.3,1.53,2.74,1.12,1.44,1.27,1.6,1.57,1.17,2.26,1.38,2.6,2.7,2.4,2.43,2.64,0.6,1.7,3.01,0.55,0.8,3.07,1.36
May,,,,,,2.06,6.44,1.69,0.8,2.39,1.89,2.65,2.55,1.97,2.35,0.44,0.43,1.88,4.09,2.07,1.64,0.95,3.97,3.14,2.06,0.71,2.47,3,2.73,1.11,2.48,0.72,1.74,2.16,1.67,1.59,1.95,2.69,3.15,1.01,3.83,1.08,0.7,3.5,5.12,3.76,2.94,1.67,1.28,1.94,1.81,2.88,4.81,1.13,1.41,1.08,1.15,2.21,2.84,1.26,0.99,1.97,3.2,2.01,1.97,3.51,1.37,2.18,1.14,2.96,1.05,2.81,2.29,1.97,2.08,2.67,1.12,1.14,2.27,3.22,2
June,,,,,,2.65,1.67,1.31,2.03,0.77,2.44,3.52,3.53,1.59,2.74,1.78,2.86,3.2,2.12,2.24,3.33,1.85,1.51,1.83,1.15,2.29,1.71,4.26,1.59,3.25,2.25,2.03,3.08,2.07,1.84,1.13,2.11,2.13,1.73,1.86,3.56,0.38,1.67,0.66,1.87,0.04,1.4,4.65,4.58,1.64,1.71,5.19,0.68,2.34,1.77,4.14,2.75,1.29,2.29,2.72,1.25,0.97,0.3,2.82,1.79,2.96,2.79,2.29,4.06,0.78,1.68,1.22,2.12,1.53,3.44,3.02,2.23,1.28,4.18,2.68,2.19
July,,,,,,1.17,2.43,1.04,6.63,4.02,2.13,2.22,3.37,1.65,2.4,3.77,1.66,0.84,0.69,1.94,2.47,3.19,1.75,2.85,2.4,2.2,1.16,4.26,3.46,3.6,3.74,0.36,3.18,1.02,4.82,4.02,1.71,1.08,4.19,1.42,5.46,0.45,3.69,3.43,4.19,2.33,4.01,2.95,1.85,2.05,4.97,2.48,3.4,1.75,1.65,0.67,3.74,1.77,2.96,5.22,4.24,1.87,3.21,2.67,2.78,1.44,2.85,1.6,2.23,1.84,3.29,2.51,1.88,2.94,3.31,0.48,5.82,4.57,3.72,2.55,4.27
August,,,,,,2.33,1.25,1.17,3.01,4.63,3.44,3.96,3.29,2.25,3.84,2.73,2.82,4.17,5.01,1.61,5.74,2.91,3.34,3.72,4.18,3.71,3.48,3.66,2.81,3.6,5.74,2.69,5.83,1.81,2.31,3.78,2.11,6,2.82,3.53,2.37,4.03,3.28,4.14,3.94,3.73,3.16,4,2.35,3.37,3.39,7.13,1.49,0.81,2.75,1.37,1.59,2.63,3.43,1.85,0.65,4.07,2.14,4.33,2.36,3,4.11,0.23,5.64,2.05,4.24,3.42,1.5,3.22,3.07,1.05,10.43,3.65,2.48,0.57,5
September,,,,,2.3,4.16,3.45,3.06,1.2,3.76,0.91,2.77,2.68,1.95,0.93,1.8,4.54,3.96,0.73,3.89,0.97,1.01,1.09,4.29,2.05,1.8,2.46,0.6,3.28,2.47,0.28,3.52,1.67,1.5,2.32,0.43,1.97,1.39,6.71,2.19,3.22,0.76,2.91,3.24,3.43,3.93,4.04,5.32,1.06,2.02,2.84,4.02,2.69,0.84,1.84,4.66,5.05,1.18,0.91,0.8,3.1,0.95,2.45,4.07,3.98,1.62,3.21,1.71,1.86,0.59,4.44,2.21,2.65,2.65,3.62,1.77,2.24,6.8,4.56,0.17,3.27
October,,,,,1.18,5.4,4.32,2.06,1.01,2.35,1.82,3.71,4.47,2.16,2.61,3.32,4.09,1.91,3.5,3.34,3.74,2.74,3.27,5.79,1.35,2.46,4.65,3.83,1.75,4.84,2.71,2.68,3.1,2.37,1.19,1.53,3.58,5.37,1.6,2.54,1.26,2.65,0.24,4.04,4.08,4.42,3.35,2.41,3.64,5.22,4.24,1.48,6.02,3.8,3.36,4.39,1.85,1.95,3.85,2.17,3.98,4.01,3.4,3.4,3.92,4.77,1.01,0.51,1.91,3.15,2.05,0.86,3.79,1.6,5.17,1.85,2.63,2.74,2.72,2.68,3.65
