FELIXKIRK - MOUNT ST JOHN - NO. 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SE474848,Long,-1.274,Lat,54.257,Elevation,541,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,3431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959
December,3.68,2.14,3.57,3.01,3.43,2.91,1.09,1.99,1.63,4.89,2.89,1.40,1.16,0.98,5.43,2.68,1.80,5.05,4.52,1.90,2.30,0.53,2.34,1.15,,1.68,2.67,2.20,2.42,2.28,3.01,2.49,1.53,1.22,2.19,2.48,2.01,2.12,2.80,3.70
Total,29.17,19.58,28.52,30.39,31.27,28.94,28.61,35.94,28.51,26.62,39.37,37.27,28.43,29.03,29.31,34.62,31.84,29.86,30.26,30.43,27.46,27.62,25.75,23.79,,26.34,29.18,25.48,26.75,20.74,30.58,35.75,25.12,25.61,34.41,21.94,34.17,27.80,31.32,20.91
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TYRain_1920-1930_23_pt1/176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TYRain_1931-1940_19_pt1/313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TYRain_1941-1950_22_pt1/168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TYRain_1951-1960_20_pt1/261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"# There were multiple gauges running in parallel at Mount St. John, and the rainfall sheet headings are confusing.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Consequently the linkage of rainfall sheets into sequences presented here may not be completely correct.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
