FELIXKIRK - MOUNT ST JOHN - NO. 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SE474848,Long,-1.274,Lat,54.257,Elevation,541,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,3431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959
January,3.34,2.47,3.56,1.70,2.02,1.74,2.66,2.47,3.98,3.16,4.08,2.72,1.64,2.02,1.89,2.90,3.76,3.25,2.76,4.98,2.81,3.13,3.62,3.71,,4.75,1.96,2.67,5.70,0.83,1.53,1.82,1.77,0.87,2.70,1.57,4.57,1.59,2.47,2.69
February,0.80,0.20,2.09,4.51,1.65,3.41,1.68,1.37,1.30,1.18,1.33,1.80,1.02,5.70,1.41,3.03,3.02,4.01,2.18,1.51,1.57,4.86,1.91,0.63,,1.90,0.98,2.93,1.16,0.63,3.22,2.46,0.68,1.63,2.40,2.27,2.21,2.33,3.79,0.56
March,2.27,1.06,1.80,1.58,1.15,1.49,0.83,2.34,2.77,0.24,2.79,1.81,1.92,1.92,2.54,0.89,1.90,2.63,0.23,2.42,2.03,2.06,1.86,0.44,,0.42,1.37,4.34,1.01,1.54,1.05,2.79,1.93,0.09,1.92,2.02,0.60,1.48,2.96,1.14
April,2.90,1.25,2.16,1.59,1.92,2.77,0.68,1.54,0.90,1.33,4.29,4.26,1.26,1.50,2.63,2.76,1.56,2.56,0.27,1.08,1.52,1.64,0.93,1.42,,1.41,2.08,2.93,1.41,2.29,1.91,1.31,1.49,2.52,0.25,1.51,1.37,0.54,1.05,2.21
May,2.33,1.83,0.79,2.17,4.80,3.39,2.55,1.77,1.45,1.68,1.36,2.97,4.72,2.37,0.85,1.28,1.25,2.73,3.49,1.74,0.98,1.78,2.28,2.53,,2.31,2.11,2.19,1.03,1.31,1.11,4.82,1.62,1.84,2.96,2.06,0.64,1.40,3.15,0.59
June,1.80,0.38,2.02,0.85,1.96,0.11,4.60,3.23,4.04,1.90,2.11,4.82,1.02,1.66,1.51,3.39,3.56,1.50,1.86,2.49,0.64,0.66,0.69,1.32,,3.25,2.10,2.15,5.59,0.81,1.96,1.29,2.08,4.10,2.52,2.43,4.10,2.06,2.76,2.05
July,4.52,1.40,4.75,2.75,2.56,2.02,1.90,4.53,0.62,2.18,6.99,3.83,6.19,2.46,3.49,1.14,4.55,1.26,2.84,4.27,6.21,1.97,3.86,0.74,,1.78,3.48,1.63,1.59,2.35,3.37,3.05,1.71,3.47,2.77,1.19,4.89,4.22,2.64,1.40
August,2.55,4.10,2.69,3.47,3.26,2.59,3.05,5.72,5.21,2.95,2.93,3.39,1.76,0.45,2.66,3.28,2.95,1.39,2.73,2.01,1.16,3.74,2.92,3.37,,4.39,3.88,0.23,3.21,2.42,4.46,5.54,2.25,3.61,6.05,0.78,8.14,5.08,3.86,0.27
September,1.29,1.32,2.39,2.82,2.56,3.10,1.84,5.24,0.47,0.78,4.42,4.50,2.38,1.50,1.94,4.33,2.75,1.20,2.43,2.07,1.53,0.66,1.81,3.10,,1.49,3.50,1.55,1.82,0.50,3.34,2.69,4.22,1.84,1.99,1.37,2.41,3.26,3.12,0.24
October,2.50,1.37,1.26,2.70,4.33,2.74,2.73,2.49,3.71,2.80,2.46,1.25,3.61,4.35,2.77,3.79,1.51,1.98,3.75,3.64,3.20,3.64,2.76,1.82,,2.51,0.64,0.63,1.13,2.39,1.11,1.57,4.12,2.00,4.19,1.66,1.60,2.04,1.81,1.75
November,1.19,2.06,1.44,3.24,1.63,2.67,5.00,3.25,2.43,3.53,3.72,4.52,1.75,4.12,2.19,5.15,3.23,2.30,3.20,2.32,3.51,2.95,0.77,3.56,,0.45,4.41,2.03,0.68,3.39,4.51,5.92,1.72,2.42,4.47,2.60,1.63,1.68,0.91,4.31
