"SHEPHERDSWELL, UPTON LODGE",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,285,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,,,,1.99,2.81,3.21,4.12,2.81,4.94,1.49,3.64,
February,,,,4.47,0.93,4.88,2.98,4.72,1.37,1.07,2.20,
March,,,,1.89,1.80,1.62,0.44,3.44,2.75,0.21,2.53,
April,,,,2.08,3.24,2.94,4.09,2.01,3.16,1.08,1.90,
May,,,,3.95,4.02,3.10,1.60,0.67,2.92,1.66,4.03,
June,,,,0.74,1.43,0.90,4.03,4.44,2.28,1.90,1.21,
July,,,,1.00,4.44,3.80,1.26,7.10,1.01,1.26,4.01,
August,,,,1.57,2.95,1.75,1.99,4.56,1.81,2.74,3.61,
September,,,,1.78,3.50,3.33,0.72,3.47,1.18,0.63,4.39,
October,,,,6.41,5.67,4.01,5.39,2.27,6.66,4.32,1.81,
November,,,,2.67,3.14,4.99,7.15,3.47,6.22,7.22,5.66,
December,,,,4.04,5.63,4.45,1.29,5.37,4.05,9.23,3.84,
Total,,,,32.59,39.56,38.98,35.06,44.33,38.30,32.81,38.83,
Calc annual,0.00,0.00,0.00,32.59,39.56,38.98,35.06,44.33,38.35,32.81,38.83,
Difference,NaN,NaN,NaN,0.00,0.00,-0.00,0.00,0.00,-0.05,0.00,0.00,
