BATHEASTON (MUMFORDS),,,,,,,,,,,,
Grid ref,ST789668,Long,-2.304694,Lat,51.399835,,,,,,,
Station no,1987/5,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.78,2.82,-999.00,,,,,,,,,
February,4.28,0.56,-999.00,,,,,,,,,
March,3.22,2.77,,,,,,,,,,
April,3.99,1.46,-999.00,,,,,,,,,
May,2.19,4.58,,,,,,,,,,
June,1.43,2.58,,,,,,,,,,
July,1.25,1.33,,,,,,,,,,
August,4.98,5.70,,,,,,,,,,
September,3.97,3.68,,,,,,,,,,
October,0.50,4.29,,,,,,,,,,
November,-999.00,4.67,,,,,,,,,,
December,2.48,2.80,,,,,,,,,,
Total,38.34,37.24,,,,,,,,,,
Calc annual,31.07,37.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,7.27,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
