"LEICESTER ANSTEY PASTURES",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,RR4418,,,,,,,,,,,
,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,,
January,1.59,0.76,3.63,3.14,1.27,2.40,1.10,1.99,,,,
February,2.24,1.82,1.39,0.80,1.13,2.66,4.76,1.00,,,,
March,0.59,1.75,2.69,3.67,2.37,1.05,4.52,1.26,,,,
April,1.69,1.02,0.32,2.54,1.29,0.73,0.86,1.14,,,,
May,2.39,1.10,3.07,1.33,1.38,1.74,1.97,2.60,,,,
June,1.16,1.68,3.90,1.13,2.07,1.73,1.39,2.26,,,,
July,2.38,0.20,3.88,1.08,2.15,6.16,0.96,1.40,,,,
August,3.60,1.83,6.07,1.34,1.78,3.11,2.73,4.37,,,,
September,0.73,1.52,0.94,1.67,0.74,0.86,1.30,1.70,,,,
October,2.41,2.44,2.36,2.95,1.62,1.11,1.54,3.20,,,,
November,4.10,2.21,1.70,2.39,3.12,2.51,1.69,0.98,,,,
December,4.34,4.05,3.60,0.71,4.65,4.81,2.09,0.96,,,,
Total,27.22,20.38,33.55,22.75,23.60,28.87,24.91,22.86,,,,
Calc annual,27.22,20.38,33.55,22.75,23.57,28.87,24.91,22.86,0.00,0.00,,
Difference,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.00,NaN,NaN,,
