SHIPSTON TALTON,,,,,,,,,,,,
,,,,,,,,,,,,
Station no,RR6131,,,,,,,,,,,
,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,,
January,1.97,0.17,3.37,3.02,0.68,2.84,0.70,1.40,2.25,3.52,,
February,2.67,1.86,1.61,1.00,1.32,2.82,2.89,0.91,0.84,2.86,,
March,0.61,3.47,3.73,2.90,2.68,0.77,3.27,1.63,0.94,4.51,,
April,2.09,0.74,0.10,2.53,0.82,0.99,0.90,1.17,3.02,1.94,,
May,1.68,0.55,2.52,2.12,1.66,2.15,2.05,2.51,1.65,0.79,,
June,2.74,1.42,4.30,0.58,2.94,1.08,2.52,1.66,0.61,1.19,,
July,2.14,0.24,3.98,2.06,2.82,2.96,1.56,1.57,3.42,3.15,,
August,2.86,1.82,5.99,0.73,0.91,1.04,2.59,3.38,0.73,2.09,,
September,0.05,1.21,0.61,2.06,0.80,0.64,0.81,1.65,5.07,1.60,,
October,2.14,1.95,1.89,2.24,1.77,2.76,2.82,2.53,1.51,1.43,,
November,3.19,2.13,1.35,2.41,2.88,2.32,2.88,0.78,1.85,1.26,,
December,3.60,3.87,2.89,0.97,5.46,3.56,2.89,1.29,2.35,3.69,,
Total,25.74,19.43,32.34,22.62,24.74,23.93,25.88,20.48,24.24,28.03,,
Calc annual,25.74,19.43,32.34,22.62,24.74,23.93,25.88,20.48,24.24,28.03,,
Difference,-0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,-0.00,-0.00,,
