"HARTLEY WITNEY (S.D.WORKS)",,,,,,,,,,,,
Grid ref,SU768580,Long,-0.899411,Lat,51.315936,,,,,,,
Station no,758/6,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.32,2.01,0.91,1.64,3.04,3.74,1.95,2.62,2.76,2.87,,
February,5.50,0.75,1.25,2.64,1.39,0.19,2.82,2.32,0.24,2.41,,
March,4.09,2.23,0.48,2.21,1.04,0.51,1.56,1.31,2.81,1.28,,
April,2.64,1.73,2.53,0.28,0.34,1.13,0.25,1.04,1.89,0.77,,
May,2.47,3.09,1.90,2.60,3.52,0.24,1.21,1.91,0.59,1.34,,
June,1.37,1.41,1.75,3.49,2.28,1.93,0.81,3.50,0.58,1.05,,
July,1.58,0.49,3.57,2.28,0.67,3.84,3.96,1.02,3.06,2.69,,
August,4.55,2.75,2.33,3.82,1.31,3.19,2.40,3.98,2.02,5.62,,
September,2.93,3.14,1.79,2.17,1.42,3.21,2.71,3.27,0.04,3.47,,
October,1.06,3.47,3.20,2.34,4.36,3.00,1.95,2.44,2.21,7.61,,
November,5.96,3.12,0.91,4.90,2.07,0.71,2.72,2.69,2.73,3.54,,
December,2.23,2.41,0.59,2.54,2.76,3.71,2.33,2.68,4.31,3.27,,
Total,37.70,26.60,21.21,30.91,24.19,25.40,24.67,28.78,23.24,35.92,,
Calc annual,37.70,26.60,21.21,30.91,24.20,25.40,24.67,28.78,23.24,35.92,,
Difference,0.00,0.00,0.00,-0.00,-0.01,-0.00,0.00,0.00,0.00,0.00,,
