GLASGOW (BELLAHOUSTON PARK),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NS551638,Long,-4.315831,Lat,55.845578,Elevation,80,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,5207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,,,,,,2.04,6.73,4.25,2.39,2.99,6.35,3.53,,4.01,2.05,3.59,3.68,3.55,2.15,2.37,2.7,3.13,2.02,5.38,1.58,3.88,3.06,4.55,6.79,3.56,3.72,4.17,4.46,4.51,5.11,8.17,1.45,4.97,3.87,7.47,5.19,6.04,2.01,4.47,3.98,6.75,4.66,2.75,1.11,5.68,4.36,3.91,3.33,5.22,4.46,6.28,4.57,2.88,4.79,4.94,1.13,5.29,2.93,2.74,5.98,4.47,1.45,3.49
February,,,,,,,,,2.89,1.91,2.6,1.67,1.47,5.87,1.96,,1.89,2.04,2.1,1.44,3.17,4.8,3.13,2.8,3.1,3.3,4.14,0.63,4.64,0.73,5.07,1.03,3.27,4.6,0.73,3.4,3.68,2.17,3.76,1.91,0.32,3.88,0.02,3.25,0.53,4.71,1.62,4.92,2.27,5.55,1.57,3.46,1.77,5.2,1.61,6,2.89,0.83,4.25,4.35,4.3,2.87,1.23,1.41,3.89,2.62,1.07,3.03,2.67,1.7,3.66
March,,,,,,,,,1.47,3.36,0.3,2.1,2.21,6.04,1.44,,3.16,3.78,3.31,2.26,1.81,1.34,3.69,3.96,4.57,0.82,1.57,1.92,1.48,2.61,4.17,5.57,1.51,1.74,0.65,1.91,2.66,3.09,2.95,0.86,2.74,1.16,2.19,2.59,2.85,1.96,2.82,1.26,3.48,3.36,4.47,3.29,2.23,2.03,0.78,3.31,2.13,3.26,3.55,1.45,2.58,2.61,2.44,1.19,2.62,1.99,2.26,3.81,1.12,1.93,1.97
April,,,,,,,,,1.9,3.32,1.95,2.64,0.84,1.25,3.81,,0.89,1.72,1.1,3.32,4.24,2.25,1.47,3.02,2.31,1.82,3.05,1.07,0.68,1.67,1.65,0.74,1.65,3.21,2.11,4.11,2.59,2.54,1.01,1.1,1.11,1.48,3.67,1.62,2.51,3.19,1.2,1.9,0.5,1.69,2.47,2,2.42,2.71,2.62,2.12,1.61,6.39,2.73,4.1,3.03,2.27,1.97,1.74,1.56,1.5,1.1,2.18,1.26,3.57,3.02
May,,,,,,,,,2.27,4.14,2.07,2.05,2.33,2.48,2.88,,4.22,3.57,3.34,2.14,1.69,1.61,1.32,2.7,1.46,1.17,3.99,3.06,3.13,0.51,4.54,2.15,2.82,2.26,4.59,6.38,3.2,2.53,2.18,2.66,1.57,4.16,2.84,2.27,2.5,0.52,1.79,1.77,4.16,0.87,1.29,3.42,2.71,3.47,2.55,3.99,1.17,4.23,1.22,1.82,1.18,1.73,2.05,2.15,3.45,3.54,2.06,2.79,3.06,1.2,2.99
June,,,,,,,,,2.02,1.67,3.48,3.33,2.04,1.53,1.67,,1.2,4.05,2.66,3.4,3,2.24,4.72,2.88,0.5,1.98,2.94,2.69,1.34,4.17,2.5,0.63,1.81,1.21,2.16,0.38,2.34,4.31,5.36,3.02,2.93,4.88,1,2.12,1.72,4.76,1.61,1.96,5.15,1.96,0.76,0.58,1.41,2.61,2.94,3.44,3.5,3.13,4.78,0.93,1.5,2.48,2.67,1.98,3.07,2.13,2.89,2,2.94,2.99,2.09
July,,,,,,,,,1.48,3.65,3.01,2.35,2.23,3.33,2.59,2.29,2.18,3,2.04,3.39,4.22,2.52,2.21,1.47,2.9,3.87,4.33,1.48,3.48,0.75,3.26,3.7,2.68,3.86,3.4,1.77,3.21,3.43,2.24,2.69,3.96,3.62,3.63,3.99,2.1,2.18,5.29,3.53,3.41,5.11,3.94,3.42,2.41,2.59,2.85,2.92,3.96,3.15,2.79,1.87,5.9,2.96,2.27,4.42,3.22,1.46,4.86,3.35,4.64,4.24,3.51
August,,,,,,,,,4.22,1.25,4.21,3.08,2.35,5.58,3.41,3.54,5.18,4.39,2.18,2.49,4.84,1.39,3.84,0.81,3.58,2.13,4.29,4.06,3.43,2.53,4.5,5.96,3.56,5.58,3.82,3.34,3.69,5.94,3.36,5.93,5.18,2.09,1.56,2.75,4.54,2.43,2.92,3.51,3.22,1.71,2,4.33,3.86,6.54,3.71,1.41,2.64,0.01,6.05,4.18,5.22,4.27,3.15,3.31,5.28,1.11,4.97,3.84,4.25,0.45,3.97
September,,,,,,,,,3.61,3.42,3.61,2.47,3.11,4.18,3.52,2.25,1.49,1.23,4.02,1.66,1.41,2.48,2.42,2.11,1.76,1.23,0.8,2.08,5.59,2.09,2.82,2.17,1.63,5.77,4.29,3.44,3.02,6.29,2.9,1.29,5.27,1.24,4.32,0.79,4.79,5.33,3.73,2.88,3.01,2.29,3.76,1.59,4.96,2.39,4.35,3.42,6.86,5.16,6.68,1.54,8.17,3.21,3.33,3.38,4.39,3.68,5.35,2.61,3.89,1,3.23
October,,,,,,,,,3.09,2.46,4.74,3.45,1.53,7.5,1.76,1.95,4.75,6.31,1.8,4.59,1.02,2.84,3.69,1.47,1.31,2.22,6.24,5.23,4.31,0.86,1.67,4.81,2.02,5.18,3.13,3.25,5.37,4.44,5.73,5.17,5.87,3.32,6.38,3.03,6.18,8.71,4.55,3.47,8.47,2.51,4.95,3.5,4.96,7.12,4.52,4.54,0.67,2.3,3.95,5.71,3.72,0.85,4.48,2.24,9.45,3.09,3.18,4.25,3.55,5.02,2.68
