"GLASGOW (BELLAHOUSTON PARK)",,,,,,,,,,,,
Grid ref,NS551638,Long,-4.315831,Lat,55.845578,,,,,,,
Station no,5207,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,4.79,4.94,1.13,5.29,2.93,2.74,5.98,4.47,1.45,3.49,,
February,2.87,1.23,1.41,3.89,2.62,1.07,3.03,2.67,1.70,3.66,,
March,2.61,2.44,1.19,2.62,1.99,2.26,3.81,1.12,1.93,1.97,,
April,2.27,1.97,1.74,1.56,1.50,1.10,2.18,1.26,3.57,3.02,,
May,1.73,2.05,2.15,3.45,3.54,2.06,2.79,3.06,1.20,2.99,,
June,2.48,2.67,1.98,3.07,2.13,2.89,2.00,2.94,2.99,2.09,,
July,2.96,2.27,4.42,3.22,1.46,4.86,3.35,4.64,4.24,3.51,,
August,4.27,3.15,3.31,5.28,1.11,4.97,3.84,4.25,0.45,3.97,,
September,3.21,3.33,3.38,4.39,3.68,5.35,2.61,3.89,1.00,3.23,,
October,0.85,4.48,2.24,9.45,3.09,3.18,4.25,3.55,5.02,2.68,,
November,5.98,1.95,6.16,6.54,2.15,1.52,2.01,1.89,4.81,5.07,,
December,6.17,3.57,4.85,5.26,6.46,4.84,4.20,5.35,6.95,4.59,,
Total,40.19,34.05,33.96,54.02,32.66,36.84,-999.00,39.09,35.31,40.27,,
Calc annual,40.19,34.05,33.96,54.02,32.66,36.84,40.05,39.09,35.31,40.27,,
Difference,-0.00,0.00,0.00,0.00,0.00,0.00,-1039.05,0.00,0.00,0.00,,
