AXBRIDGE-LOXTON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,ST376558,Long,-2.896384,Lat,51.29789,Elevation,120,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR2305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,,,2.56,4.82,2.89,1.39,0.66,3.11,2.06,1.33,2.5,2.99,3.46,0.95,1.61,0.72,4.91,5.05,2.23,1.57,3.9,3.55,0.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,,,2.85,0.51,0.46,0.95,1.65,0.83,0,1.91,4.4,3.3,0.2,0.95,4.97,1.64,3.85,5.06,0.96,0.91,2,4.32,0.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,,,1.28,2.45,2.31,2.89,4.47,1.17,2.28,0.63,0.24,2.13,2.58,4.35,3.73,,0.98,1.11,2.33,2.1,3.78,1.88,4.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,,,3.22,1.98,1.51,1.6,3.78,1.88,0.77,1.32,0.21,2.85,2.32,1.5,4.69,2.32,4.3,1.63,2.57,1.47,2.82,1.37,2.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,,,3.19,3.12,2.08,1.61,3.42,1.37,3.09,0.9,1.78,2.13,1.04,0.59,1.36,3.05,2.72,2.09,0.82,2.58,3.29,3.45,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,,,1.28,1.04,0.7,3.3,1.1,3.1,2.06,1.85,0.63,2.95,1.55,2.67,2.43,1.62,0.81,3.12,2.11,3.85,4.04,1.53,3.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,,,0.86,3.2,0.99,7.91,2.42,4.17,3.47,2.87,4.56,4.84,2.57,2.44,2.02,0.59,0.65,0.62,1.93,2.35,3.34,4.07,2.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,,,1.61,2.81,1.41,2.47,3.24,2.93,6.91,3.72,2.79,4.29,4.29,2.99,5.47,3.02,0.75,4.63,2.29,2.76,4.99,3.01,5.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,,,4.25,2.62,2.96,1.14,1.66,1.94,2.42,3.61,2.99,2.9,2.25,8.4,3.61,1.21,3.74,0.8,2.43,1.52,3.44,2.15,1.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,,,6.05,5.55,3.11,1.14,3.54,1.83,6.79,2.28,4.04,4.14,6.5,3.04,0.95,5.36,4.22,4.25,2.46,3.06,8,2.58,1.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
