"MASHAM MOOR (AGILL HEAD)",,,,,,,,,,,,
Grid ref,SE114766,Long,-1.826813,Lat,54.185050,,,,,,,
Station no,3407/9,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,5.05,4.05,1.40,3.83,5.43,4.97,6.29,4.50,5.41,5.80,,
February,7.02,2.03,2.85,5.05,3.74,4.09,4.18,7.05,0.47,6.20,,
March,5.03,4.15,0.87,3.83,2.55,1.46,3.18,2.66,2.94,1.98,,
April,3.27,2.50,3.55,1.12,1.23,2.12,0.43,0.99,4.58,2.73,,
May,7.69,1.85,3.96,5.42,3.96,1.00,1.66,6.20,1.24,1.51,,
June,1.37,1.75,3.70,3.71,2.80,3.54,1.80,4.30,1.71,1.34,,
July,1.78,1.28,4.87,3.50,1.17,5.44,4.52,4.45,2.54,4.27,,
August,6.25,4.67,4.98,7.38,1.40,7.35,7.12,4.20,0.88,4.50,,
September,2.74,5.55,4.20,5.40,2.15,4.38,3.98,4.68,0.22,3.60,,
October,2.03,6.31,3.72,9.62,2.49,2.83,5.45,4.00,5.82,7.34,,
November,11.87,2.82,3.52,9.22,3.18,0.98,2.52,1.15,6.82,7.03,,
December,5.65,3.80,2.80,6.10,6.49,5.80,5.12,5.42,10.44,5.59,,
Total,59.75,40.76,40.42,64.18,36.59,43.96,46.25,49.60,43.07,51.89,,
Calc annual,59.75,40.76,40.42,64.18,36.59,43.96,46.25,49.60,43.07,51.89,,
Difference,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
