BATH (7 BATHWICK HILL),,,,,,,,,,,,
Grid ref,ST760648,Long,-2.346244,Lat,51.381736,,,,,,,
Station no,1985/6,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.59,2.57,0.88,2.06,3.52,,,,,,,
February,4.41,0.76,2.05,3.43,1.93,,,,,,,
March,3.12,2.86,0.72,3.61,1.41,,,,,,,
April,3.77,1.53,2.75,0.36,1.03,,,,,,,
May,2.37,4.16,1.75,2.41,4.94,,,,,,,
June,1.40,2.48,1.56,4.53,3.72,,,,,,,
July,1.16,1.27,3.08,3.02,0.91,,,,,,,
August,5.56,5.14,2.64,3.21,0.98,,,,,,,
September,3.67,3.32,3.50,3.84,1.52,,,,,,,
October,0.69,4.69,2.78,3.24,1.44,,,,,,,
November,7.80,4.80,1.46,6.71,3.28,,,,,,,
December,2.36,2.45,0.65,2.52,4.38,,,,,,,
Total,38.90,36.03,23.82,38.94,29.06,,,,,,,
Calc annual,38.90,36.03,23.82,38.94,29.06,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,0.00,0.00,-0.00,-0.00,NaN,NaN,NaN,NaN,NaN,,
