"WESTMINSTER WESTERN (PUMPING STATION) (+A)",,,,,,,,,,,,
Grid ref,TQ286781,Long,-0.149206,Lat,51.487236,,,,,,,
Station no,33,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.53,1.48,0.80,0.96,2.56,3.24,1.35,1.79,2.14,1.44,,
February,5.12,0.66,1.10,2.10,1.35,0.27,2.71,2.08,0.05,1.75,,
March,2.78,2.29,0.49,2.14,0.81,0.83,0.82,0.99,1.72,1.59,,
April,2.45,1.04,2.31,0.24,0.27,0.90,0.15,1.36,2.13,0.55,,
May,1.95,1.46,1.23,1.69,4.31,0.35,1.13,1.90,0.69,1.64,,
June,0.91,1.84,1.77,3.76,2.11,1.54,1.17,4.80,0.82,1.07,,
July,1.19,0.57,3.93,2.39,1.21,4.27,3.52,1.73,1.07,3.10,,
August,2.64,3.11,1.47,4.18,1.11,3.21,1.96,4.15,1.67,3.91,,
September,2.97,2.59,1.86,1.52,1.82,1.73,2.19,3.23,0.09,4.07,,
October,0.85,2.56,5.42,2.18,2.57,1.52,2.73,2.45,1.69,5.12,,
November,4.52,3.10,0.51,2.98,0.53,0.38,1.92,1.20,2.27,3.27,,
December,1.60,2.15,0.47,1.61,1.69,1.86,1.95,2.86,2.91,1.94,,
Total,29.51,22.85,21.36,25.75,20.34,20.10,21.60,28.54,17.25,29.45,,
Calc annual,29.51,22.85,21.36,25.75,20.34,20.10,21.60,28.54,17.25,29.45,,
Difference,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,-0.00,0.00,0.00,,
