GREENFIELD (CHEW RESERVOIR),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SE046020,Long,-1.9321,Lat,53.514659,Elevation,1648,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,3095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,,,7.22,5.73,2.57,2.94,5.42,5.73,10.04,3.84,6.2,3.82,4.24,4.65,4.88,13.48,1.74,6.62,9.64,6.66,3.15,4.3,3.71,3.24,5.92,6.76,6.35,2.59,4.31,5,6.61,9.94,5.29,6.9,4.21,12.73,4.1,5.07,7.56,7.26,3.34,6.38,5,6.58,4.89,5.35,4.98,7.73
February,,,,,,3.92,5.56,1.28,8.4,1.5,5.7,0.78,6.83,5.82,2.1,7.09,4.9,2.05,6.29,1.08,1.08,7.37,0.57,4.76,0.55,7.19,3.85,11.19,2.92,6.08,4.31,8.84,2.01,4.5,4.16,7.94,8.92,2,4.2,3.22,6.33,5.52,2.62,4.4,5.3,3.04,2.78,4.39,7.91,0.75,3.51
March,,,,,,2.25,5.25,2.26,2.29,5.65,3.08,4.22,3.35,2.55,1.62,2.36,2.35,5.6,1.95,1.71,2.96,0.56,3.9,3.67,4.03,3.18,3.72,6.3,2.79,3.97,4.56,7.02,3.93,2.88,1.37,2.45,2.27,8,2.08,3.07,3.72,7.2,4,3.62,3.45,3.73,2.08,5.67,3.72,2.75,1.47
April,,,,,,2.02,4.08,1.46,1.9,3.05,7.24,2.25,3.97,4.08,2.35,3.41,3.31,5.28,1.64,2.22,4.27,6.44,5.8,2.67,3.39,3.84,2.35,4.93,0.9,3.62,4,4.4,2.3,3.75,4.42,3.36,2.99,4.38,2.17,6.16,5.59,3.58,4.79,4.53,1.62,2.95,4.38,0.94,2.13,4.73,3.4
May,,,,,,2.15,3.86,2.42,3.87,2.67,6.87,2.73,1.71,5.63,7.35,5.02,5.15,2,3.37,3.95,3.29,3.48,6.7,1.88,3.7,0.97,1.87,3.42,4.68,3.35,1.2,3.89,4.06,3.65,7.2,3.86,2.95,3.89,1.97,3.53,2.55,3.95,3.03,3.24,4.6,5.6,2.46,1.62,4.9,2.25,2.52
June,,,,,,1.93,4.68,2.36,2.72,2.95,4.23,0.8,4.72,2.06,3.34,0.22,4.49,5.98,7.78,2.16,5.72,7.61,0.73,4,2.81,5.37,4.68,3.23,6.67,5.05,1.25,2.35,1.67,6.67,5.19,7.3,4.95,3.02,6.02,1.31,3.99,1.84,4.55,5.5,5.5,4.88,4.92,3.35,6.87,2.68,2.62
July,,,,,,6.67,3.8,3.05,7.67,3.87,11.28,2.78,6.69,6.06,4.74,3.06,4.11,4.83,3.18,3.97,11.01,6.93,6.78,5.55,5,3.32,6.52,4.69,6.94,10.07,6.65,4.57,8.22,4.09,5.17,2.49,9.42,3.5,3.36,3.89,4.7,4.51,4.7,12.01,9.06,2.06,8.85,7.33,6.92,4.61,11.03
August,,,,,,6.37,2.96,8.17,4.98,5.49,4.45,7.34,8.31,6,8.76,5.05,7.41,7.75,6.89,8.77,7.13,8.41,2.18,1.94,5.3,2.57,4.44,1.66,4.5,3.07,4.08,8.57,7.38,10.45,5.97,5.2,6.18,0.36,6.79,4.21,6.48,8.68,4.07,7.91,8.2,1.03,15.35,7.84,7.72,0.76,7.38
September,,,,,,0.85,4.28,4.14,14.06,3.69,3.45,1.69,6.27,5.92,5.96,5.22,5,9.04,0.99,3.05,5.58,7.35,7.35,2.47,4.46,8.22,8.4,2.89,2.93,2.52,6.87,1.01,4.67,6.35,7.59,4.13,8.82,3.15,4.21,2.49,9.63,4.29,6.17,4.59,7.61,3.47,6.32,9.98,6.52,0.38,5.15
October,,,,,,3.01,8.43,8.22,5.21,4.54,1.82,3.2,1.63,5.74,7.3,6.83,4.31,5.81,5.79,7.1,8.42,3.8,9.77,6.55,7.96,11.88,7.22,3.25,11.45,4.01,5.66,8.23,10.63,3.88,5.6,6.99,1.78,1.61,4.4,4.61,3.2,1.46,6.58,2.71,10.76,3.52,4.06,7.55,5.54,4.52,7.32
