"GREENFIELD (CHEW RESERVOIR)",,,,,,,,,,,,
Grid ref,SE046020,Long,-1.932100,Lat,53.514659,,,,,,,
Station no,3095,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,7.56,7.26,3.34,6.38,5.00,6.58,4.89,5.35,4.98,7.73,,
February,5.52,2.62,4.40,5.30,3.04,2.78,4.39,7.91,0.75,3.51,,
March,7.20,4.00,3.62,3.45,3.73,2.08,5.67,3.72,2.75,1.47,,
April,3.58,4.79,4.53,1.62,2.95,4.38,0.94,2.13,4.73,3.40,,
May,3.95,3.03,3.24,4.60,5.60,2.46,1.62,4.90,2.25,2.52,,
June,1.84,4.55,5.50,5.50,4.88,4.92,3.35,6.87,2.68,2.62,,
July,4.51,4.70,12.01,9.06,2.06,8.85,7.33,6.92,4.61,11.03,,
August,8.68,4.07,7.91,8.20,1.03,15.35,7.84,7.72,0.76,7.38,,
September,4.29,6.17,4.59,7.61,3.47,6.32,9.98,6.52,0.38,5.15,,
October,1.46,6.58,2.71,10.76,3.52,4.06,7.55,5.54,4.52,7.32,,
November,10.97,4.79,6.10,7.96,2.48,2.70,3.95,2.37,6.11,7.01,,
December,8.81,6.00,3.50,9.62,7.30,6.69,7.32,5.29,7.27,5.86,,
Total,68.37,58.56,61.45,80.06,45.06,67.17,64.83,65.24,41.79,65.00,,
Calc annual,68.37,58.56,61.45,80.06,45.06,67.17,64.83,65.24,41.79,65.00,,
Difference,0.00,0.00,0.00,0.00,0.00,-0.00,-0.00,0.00,-0.00,0.00,,
