COCKERMOUTH BRANDLINGILL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NY121265,Long,-3.362995,Lat,54.625954,Elevation,320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR1408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919
January,,,,,,,,8.97,5.01,1.69,1.22,0.64,4.32,8.06,7.68,3.72,5.03,5.06,2.59,4.13,7.08,3.59,4.39,2.41,7.16,2.01,4.15,0.84,6.14,8.65,6.15,3.87,5.54,7.9,6.3,2.92,7.98,2.65,7.11,4.6,,4.02,3.48,4.97,5.22,6.12,8.61,2.51,7.68,
February,,,,,,,,5.28,3.28,2.72,5.14,4.38,4.77,6.34,7.11,9.25,1.79,3.67,1.5,3.51,1.25,0.62,2.04,6.49,8.98,0.33,3.62,4.52,5.36,3.98,4.67,2.49,1.23,10.15,5.18,3.89,4.32,2.89,4.29,3.79,,6.89,2.78,4.12,8.23,9.99,7.06,1.88,6.21,
March,,,,,,,,2.42,2.42,3.9,2.13,4.82,4.59,2.91,5.78,5.3,4.51,1.19,3.74,3.3,3.87,2.02,1.61,2.06,3.39,4.68,7.4,7.99,2.27,4.39,0.51,3.73,3.65,11.94,4.31,4.72,4.07,5.97,5.13,3.57,,2.37,6.59,7.54,6.89,2.77,1.66,3.94,1.86,
April,,,,,,,,2.61,1.65,1.62,3.49,1.48,4.31,2.54,1.74,3.9,2.52,3.53,2.45,2.06,1.46,1.56,1.47,0.77,1.98,3.28,2.43,3.3,5.7,4.8,3.19,4.08,3.08,2.33,5,4.66,1.88,4.13,2.59,3.7,,4.77,1.62,6.44,2.33,3.93,5.59,3.22,1.62,
May,,,,,,,,3.61,2.56,2.34,1.8,4.02,3.69,2.34,5.54,3.23,4.92,2.25,2.44,3.36,3.03,2.5,5.44,1.96,4.26,0.88,0.7,3.2,3.87,4.37,3.74,2.33,3.4,3.55,3.49,3.62,6.26,5.18,3.46,2.02,,4.35,2.63,3.56,3.34,0.45,3.49,1.97,2.08,
June,,,,,,,,4.77,1.4,3.84,3.4,5.92,4.76,4.83,2.98,1.94,1.32,0.69,1.11,0.92,5.17,1.21,4.22,2.8,3.8,0.92,3.24,4.31,3.4,1.32,3.53,2.75,1.96,1.72,2.24,2.53,2.9,7.19,4,3.33,,5.79,6.89,5.29,1.79,1.95,5.2,3.93,3.01,
July,,,,,,,,5.05,1,6.66,4.27,5.07,7.02,2.35,5.85,4.38,4.83,3.98,6.73,2.77,4.6,2.57,2.46,4.69,3.75,5.2,4.55,2.54,0.93,2.85,2.83,1.01,3.92,5.59,4.78,2.54,3.29,2.16,5.76,7.45,,1.35,4.06,0.87,6.54,5.08,5.13,1.24,4.64,
August,,,,,,,,6.33,4.25,4.46,1.42,7.61,4.4,4.19,2.51,3.31,3.56,2.33,3.78,5.78,4.09,11.65,7.97,5.07,6.22,7.33,3.94,5.82,7.57,1.72,9.74,6.46,3.96,7.81,5.8,3.99,6.49,7.05,7.38,3.9,,3.1,6.1,3.79,4.29,1.63,4.32,8.65,5.67,
September,,,,,,,,3.49,6.84,6.77,6.03,1.76,3.81,4.73,7.54,8.15,8.09,6.31,2.64,3.79,6.82,10.97,8.38,5.39,0.4,1.72,5.47,5.63,2.83,7.38,5.58,3.6,2.61,7.33,3.15,4.34,1.41,0.48,6.74,3.26,,4.03,1.94,3.44,3.98,1.65,4,4.1,14.18,
October,,,,,,,,7.14,5.45,2.81,2.11,3.03,3.19,6.24,3.93,5.67,5.44,3.56,5.32,5.8,4.13,8.09,4.37,6.5,4.7,6.36,8.3,3.47,4.89,6.21,7.65,8.88,5.42,10.86,3.61,4.23,7.87,10.27,1.98,11.83,,6,4.93,5.77,1.91,1.81,11.31,8.51,10.86,
November,,,,,,,,11.09,3.85,2.13,6.93,6.67,7.98,8.5,2.59,4.38,6,3.74,6.34,2.68,10.33,4.84,4.07,4.47,7.68,5.84,2.72,11.3,6.8,9.57,5.29,8.77,3.4,5,5.28,5.93,4.98,5.06,5.02,3.11,,8.51,8.56,7.15,9.55,1.88,7.84,6.13,5.83,
December,,,,,,,,5.88,2.37,4.12,6.32,3.93,4.51,5.81,6.83,2.71,6.33,4.71,6.09,6.43,0.88,9.85,3.42,8.74,5.62,4.1,7.26,9.57,8.03,3.98,12.92,7.76,7,6.1,7.87,4.91,4.87,8.2,4.27,9.76,,12.09,10.29,5.64,12.42,9.29,7.48,4.64,8.51,
Total,,,,,,,,66.64,40.08,43.06,44.26,49.33,57.35,58.84,60.08,55.94,54.34,41.02,44.73,44.53,52.71,59.47,49.84,51.35,57.94,42.65,53.78,62.49,57.79,59.22,65.8,55.73,45.17,80.28,57.01,48.28,56.32,61.23,57.73,60.32,,63.27,59.87,58.58,66.49,46.55,71.69,50.72,72.15,
