WHITSTABLE-GREEN-LEES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,TR108633,Long,1.024476,Lat,51.329711,Elevation,125,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,314/9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,,,,,2.57,4.94,1.82,2.55,2.2,4.35,1.29,2.02,1.37,2.16,2.62,1.41,1.61,2.85,2.04,1.33,1.34,2.36,4.63,1.58,3.09,2.04,2.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,,,,,0.9,1.4,1.78,1.88,0.71,1.17,1.44,1.4,2.03,1.18,1.08,0.96,3.59,5.71,1.21,1.35,2.08,1.9,1.51,2.99,2.65,0.09,2.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,,,,,0.68,1.65,3.11,1.81,2.24,0.34,0.23,1.08,2,3.79,0.85,0.88,0.61,3.01,3.71,0.23,2.46,1.55,0.48,0.87,1.44,1.64,1.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,,,,,0.54,2.13,1.27,1.6,1.48,1.79,1.33,1.3,1.65,1.34,1.65,1.26,1.88,2.06,0.87,1.51,0.21,0.25,1.01,0.2,1.92,2.31,0.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,,,,,2.31,2.36,0.98,1.45,3.17,2.91,0.37,2.23,2.18,0.73,1.76,1.54,1.78,3.54,1.16,1.54,2.17,4.54,0.5,1.34,1.86,1.12,1.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,,,,,0.84,1.16,1.32,1.1,0.46,1.16,1.28,0.5,2.89,3.07,2.6,0.38,1.58,1.99,3.35,2.68,2.66,2.01,1.95,1.5,3.94,1.25,1.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,,,,,2.36,1.32,4.16,3.57,2.61,2.29,2.79,2.27,2.04,2.03,1.02,0.67,3.08,0.98,0.79,2.66,2.23,1,2.38,2.59,2.95,1.8,2.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,,,,,2.81,1.6,0.36,4.39,1.65,1.27,1.31,3.03,4.15,0.22,3.27,0.65,2.13,2.16,3.04,1.68,3.84,1.61,3.75,1.62,3.66,1.63,5.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,,,,,2.51,1.16,2.23,0.31,2.93,1.44,2.78,0.75,1.83,0.68,1.52,2.61,2.02,3.63,4.79,3.66,1.61,1,1.68,3.4,3.5,0.4,2.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,,,,3.35,2.94,10.19,3.37,1.5,3.31,1.99,4.92,1.71,1.92,0.31,1.38,6.57,0.37,1.52,1.84,2.3,1.54,4.39,1.23,1.03,4.13,2.84,7.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
