GRASSMOOR-COLLIERY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SK411676,Long,-1.3861453,Lat,53.20389,Elevation,370,ft.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR2381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930
January,,,,1.36,2.57,4.18,0.57,2.61,0.37,2.38,3.67,0.9,,0.85,1.96,0.69,3.04,0.52,0.6,0.68,2.19,0.68,3.18,2.93,0.91,2.31,0.56,1.49,1.73,2.64,2.43,2.6,3.83,0.97,1.92,2.21,2.62,1.56,,,
February,,,,2.9,2.88,0.22,0.61,2.83,0.86,1.53,,0.75,,0.69,3.13,0.87,2.49,1.63,1.35,0.35,2.55,1.02,1.11,0.93,1.21,2.81,3.33,0.36,1.29,1.68,2.31,0.22,2.25,4.21,0.57,2.65,1.28,1.34,,,
March,,,,0.29,1.22,1.76,1.68,2.25,0.32,0.52,0.46,0.7,,3.05,1.36,2.11,0.95,1.33,1.93,2.91,0.44,0.32,2.79,3.01,1.49,0.57,2.96,1.54,0.58,3.25,1.38,1.06,1.28,0.88,0.78,0.4,0.31,2.34,,,
April,,,,0.41,2.23,1.66,0.46,1.07,1.91,1.16,0.56,0.61,,1.08,1.11,1.43,0.25,0.93,1.6,1.05,1.33,0.58,0.17,2.46,0.7,0.49,0.56,1.1,0.85,1.02,4.51,0.68,2.34,2.57,1.29,1.65,1.14,1.59,,,
May,,,,3.77,1.88,0.55,0.15,0.91,1.42,1.87,0.63,0.8,,2.16,1.21,0.32,1.42,1.95,1.38,0.94,1.45,1.32,2.32,1.27,0.99,0.97,1.68,1.54,2.49,0.94,2.75,-999,0.23,2.43,2.35,2.7,1.56,0.69,,,
June,,,,1.1,1.91,0.84,4.61,2.15,0.6,1.43,2.17,0.9,,0.84,0.46,3.06,2.63,2.14,1.04,1.61,0.99,1.86,3.06,0.17,1.82,1,1.64,1.31,0.11,0.39,1.52,-999,0.58,0.21,1.4,0.06,1.36,3.23,,,
July,,,,2.3,2.4,3.59,1.08,0.4,0.66,1.7,2.76,3.74,,2.38,1.52,1.33,0.34,1.48,2.13,4.27,1.69,0,4.03,0.77,2.71,3.58,0.83,0.77,2.03,2.56,3.5,-999,3.15,3.4,3.88,1.18,2.02,1.84,,,
August,,,,2.26,1.65,1.33,1.55,1.67,2.3,0.68,4.04,1.15,,3.91,3.57,2.35,0.64,1.92,2.75,2.44,3.26,1.56,4.69,1.82,1.05,1.51,1.39,3.3,1.75,2.4,0.4,3.54,4.6,1.56,2.18,1.63,2.11,2.48,,,
September,,,,0.75,0.51,0.66,4.39,1.29,0.36,2.48,0.86,0.76,,2.43,0.79,0.95,0.6,0.28,1.06,3.47,0.05,1.03,0.97,1.57,0.8,0.59,1.34,0.7,4.3,1.56,0.93,0.6,1.11,2.42,1.25,2.76,0.56,3.15,,,
October,,,,1.41,3.35,2.21,3.13,0.71,2.55,2.07,1.43,0.86,,4.19,0.18,1.07,5.78,4.24,0.85,3.61,1.67,1.4,2.57,2.86,2,0.95,1.82,2.16,0.73,2.05,1.37,2.36,0.5,1.22,4.37,2.67,2.1,1.83,,,
November,,,,0.98,1.83,3.24,1.62,1.83,2.52,1.13,1.41,2.19,,0.96,0.63,2.68,1.63,1.87,1.12,0.24,3.14,1.71,1.79,2.03,3.24,2.14,2.53,0.69,1.03,1.33,0.77,1.24,0.88,2.06,1.34,1.92,3.41,2.32,,,
December,,,,3.1,1.63,2.5,4.11,2.88,2.11,1.78,2.4,4.1,,0.68,1.09,0.42,1.62,1.93,1.85,7,3.62,4.53,2.16,1.08,4.74,5.64,2.37,0.74,3.1,3.54,2.03,2.01,2.9,2.7,2.82,2.33,0.77,2.63,,,
Total,,,,20.63,24.06,22.74,23.96,20.6,15.98,18.73,,17.46,,23.22,17.01,17.28,21.39,20.22,17.66,28.57,22.38,16.01,28.84,20.9,21.66,22.56,21.01,15.7,19.99,23.36,23.9,15.91,23.65,24.63,24.15,22.16,19.24,25,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGR is Grassmoor Colliery. Altitudes match.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1902 annual total is 7.61 and record has a line through it with a comment about being unreliable. Removed from this record.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
