FOULRIDGE (REEDY MOOR),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SD887420,Long,-2.17335,Lat,53.874077,Elevation,553,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,2990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,3.38,3.2,2.8,4.19,3.67,9.74,2.48,6.79,3.82,4.63,2.8,3.6,1,3.55,3.95,5.25,5.19,1.71,1.21,4.37,4.75,6.71,3.67,4.82,,7.06,2.49,2.9,5.8,5.07,,,,,,,,
February,,,,5.54,0.71,6.47,4,1.76,6.13,0.84,0.56,4.14,0.37,4.51,0.3,7.05,1.8,5.64,1.84,3.85,1.69,5.2,1.47,2.94,1.8,5.38,5.45,,3.58,3.42,5.75,3.42,1.57,,,,,,,,
March,,,2.53,1.86,1.3,1.14,1.77,3.74,2.95,1.1,2.6,1.02,2.78,2.19,1.97,1.45,2.72,2.44,1.22,2.08,2.81,3.37,3.16,1.73,0.47,1.37,1.76,,2.12,1.37,1.9,4.11,2.53,,,,,,,,
April,,,2.8,2.84,1.66,3.04,1.74,3.1,1.39,1.19,3.34,2.83,3.1,1.42,2.38,2.61,1.5,3.89,0.84,1.52,2.51,2.43,1.21,2.4,2.59,2.62,1.4,3.92,1.99,4.46,3.51,3.14,2.88,,,,,,,,
May,,,1.86,5.02,4.79,4.12,3.95,1.74,1.15,2.95,2.21,2.45,5.09,2.18,3.23,1.47,0.91,2.59,3.42,0.88,1.59,1.99,2.22,2.33,2.77,5.01,1.4,2.35,1.23,2.51,1.96,2.74,1.7,,,,,,,,
June,,,2.47,0.99,4.34,0.13,2.42,4.15,5.26,1.7,2.38,6.06,0.64,2.07,3.28,4.21,3.62,2.2,4.07,3.34,0.76,0.38,1.13,4.63,2.91,4.53,2.63,2.82,4.7,0.55,2.85,1.62,3.46,,,,,,,,
July,,,5.83,4.23,3.84,1.66,2.97,4.12,2.18,2.89,5.19,4.12,7.98,2.71,2.25,1.41,4.13,2.41,4.18,6.29,3.87,1.54,4.47,3.64,2.99,2.26,4.01,4.04,1.94,2.2,3.35,3.27,1.98,,,,,,,,
August,,,7.32,5.68,5.75,4.3,4.2,6.65,5.96,5.19,5.95,3.66,1.34,1.17,3.41,1.5,3.11,2.12,6,2,1.81,5.86,5.16,5.59,3.06,2.33,7.27,0.19,4.62,2.87,7,4.62,6.12,,,,,,,,
September,,,3.64,5.79,4.13,3.11,4.24,5.85,1.41,1.92,2.64,3.11,5.99,2.35,3.96,7.03,4.87,1.75,1.46,1.01,4.74,0.78,2.56,4.06,6.8,2.78,6.73,3.59,3.56,1.28,6.95,4.4,4.84,,,,,,,,
October,,,1.09,5.83,4.36,4.29,4.73,4.35,5.24,5.49,6.08,2.83,6.4,3.79,4.41,9.58,4.59,4.59,11.08,1.96,3.85,6.21,6.64,2.91,4.5,5.96,1,0.74,2.56,4.15,3.7,1.4,4.04,,,,,,,,
November,,,2.25,5.54,3.18,2.22,6.12,5.33,6.74,6.64,5.64,6.55,3.06,1.74,2.1,5.25,4.87,1.96,5.2,7.74,5.95,2.65,1.42,2.67,6.98,0.46,6.09,6.5,2.76,5.18,6.73,8.52,1.99,,,,,,,,
December,,,4.42,3.43,4.16,3.71,1.58,1.5,3.01,9.09,3.43,2.53,1.8,0.57,4.94,2.78,4.32,2,4.52,3.31,4.29,2.33,4.21,2.12,4.38,2.11,3.6,3.56,3.07,7.61,2.38,9.16,3.93,,,,,,,,
Total,,,,50.13,41.42,36.99,41.91,45.96,51.16,41.48,46.81,43.12,43.18,27.5,35.83,45.34,39.99,35.54,49.08,39.17,35.58,33.95,38.02,39.77,45.96,38.48,46.16,,39.19,38.09,48.98,52.2,40.11,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1947 Jan 5.0, Feb 3.2, March 7 and total estimated therefore removed",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
