Rainfall at,STIRLING POLMAISE GARDENS,
Grid ref,NS777916,Long,-3.967773,Lat,56.101469
Station no,ZZ999,
,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909
January,5.00,2.50,,7.40,3.42,1.28,4.80,1.55,4.22,,
February,2.90,0.85,3.10,6.70,3.03,1.62,2.54,2.67,2.49,,
March,0.60,2.30,,7.82,1.90,4.43,2.95,3.10,3.95,,
April,1.85,2.30,0.60,0.40,3.55,0.88,0.70,1.55,1.45,,
May,2.25,1.50,1.50,1.20,2.92,1.70,5.46,4.63,2.65,,
June,3.70,2.13,1.87,2.85,1.33,1.42,1.85,5.55,1.65,,
July,2.60,1.61,2.50,4.25,2.35,2.23,3.05,2.38,3.06,,
August,2.40,3.55,2.20,4.65,3.70,4.70,5.20,4.85,4.61,,
September,3.34,2.60,2.10,3.05,3.15,1.32,1.77,1.15,4.70,,
October,4.60,3.40,2.10,8.30,1.55,2.28,5.12,4.70,2.55,,
November,4.63,2.20,2.68,1.62,2.15,4.17,3.20,2.25,2.79,,
December,7.45,3.95,5.20,2.60,3.25,2.90,2.55,6.05,3.29,,
Total,41.32,28.89,23.85,50.84,32.30,28.93,39.19,40.43,37.41,,
Calc annual,41.32,28.89,23.85,50.84,32.30,28.93,39.19,40.43,37.41,0.00,
Difference,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NaN,
