GLASGOW (ALEXANDRA PARK),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NS617658,Long,-4.21153,Lat,55.865473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,5174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,,,1.04,1.81,1.06,2.3,6.47,4.56,2.74,2.9,6.42,3.57,2.08,4.47,2.54,3.99,4.36,3.92,2.45,2.82,3.33,3.42,2.41,5.45,2.23,4.32,3.28,4.66,6.7,3.71,3.65,3.86,4.54,4.58,4.85,8.04,1.13,5.03,3.36,6.89,3.35,3.91,1.73,4.66,3.33,6.38,4.88,2.52,1.01,5.83,4.15,3.75,3.01,4.73,3.71,6.05,3.84,2.53,4.39,4.32,1.17,5.06,2.59,2.29,5.15,3.44,1.15,3.36
February,,,,,,0.06,1.6,2.97,2.69,1.8,2.9,1.39,1.29,5.72,2.35,2.59,2.5,2.89,2.32,1.96,3.82,5.96,2.79,3.14,3.45,4.06,4.19,1.17,4.17,0.95,4.69,0.88,3.29,3.77,0.87,3.06,4.2,2.2,3.94,1.64,0.14,3.49,0.02,2.79,0.48,3.8,2.01,5.1,1.69,5.31,1.59,3.18,1.61,4.59,1.58,5.46,2.65,1.4,3.93,3.91,4.14,2.38,1.43,1.22,3.13,1.96,1.21,3.11,2.79,1.46,3.14
March,,,,,,2.16,3.93,3.5,1.61,2.92,0.65,2.22,2.38,6.46,1.55,3.36,3.57,3.92,3.88,2.72,2.09,1.64,4.05,4.09,4.75,1.37,2.57,2.4,1.55,3.03,4.39,5.34,1.57,1.39,0.83,2.59,2.73,2.68,3.12,0.81,2.38,1.11,2.25,2.15,2.54,1.98,3.15,1.32,3.14,3.17,4.69,3.83,1.96,2.06,0.75,2.98,2.2,3.41,3.08,1.96,2.57,2.58,2.04,0.95,2.17,1.56,2.17,3.68,1.03,1.43,2.01
April,,,,,1.72,1.4,2.08,1.5,1.85,3.36,1.68,2.33,0.69,1.42,4.36,2.56,1.09,1.51,1.37,3.4,4.65,2.6,1.84,3.05,2.66,2.42,3.38,1.7,0.57,1.67,2.01,0.85,1.99,3.34,2.1,4.25,2.51,2.95,1,1.35,1.34,1.75,3.31,1.71,3.04,2.99,1.04,1.78,0.49,1.84,2.96,2.25,2.28,2.69,2.42,2.04,1.49,5.32,2.89,3.45,2.7,2.01,2.5,1.76,1.5,1.24,1.02,1.83,1.14,2.88,2.42
May,,,,,3.15,0.76,0.84,2.18,2.68,4.2,1.97,1.82,2.02,2.3,3.64,1.83,4.63,3.42,3.42,2.17,2.22,2.07,1.47,3.2,2.07,1.61,4.62,3.15,1.94,0.97,5.03,2.14,3.3,2.51,4.31,6.43,3.25,2.52,2.2,2.5,1.52,4.64,2.96,2.24,2.09,0.63,1.22,1.73,3.88,0.95,1.11,3.66,2.73,3.92,2.69,4.01,1.44,4.53,1.37,2.02,1.24,1.75,1.83,2.19,3.41,3.26,1.7,2.78,3.13,1.14,3.06
June,,,,,3.05,2.14,4.46,6.43,2.11,1.86,3.67,3.33,1.88,1.81,1.54,0.61,1.67,4.42,2.35,3.09,2.17,1.37,5.1,3.34,0.73,2.01,3.39,2.83,1.08,4.65,1.75,0.51,2.31,1.02,2.44,0.48,2.32,5.12,5.18,3.04,2.58,4.94,0.8,1.73,2.06,4.88,1.71,2.76,4.89,1.91,0.86,0.89,1.44,3.35,2.54,4.25,3.6,3.15,5.51,1,2.2,2.41,2.67,1.93,3.09,1.93,2.77,1.88,2.82,2.72,2.52
July,,,,,2.73,3.9,4.04,2.13,1.62,3.67,3.16,1.71,2.92,3.71,2.78,2.66,2.43,2.75,2.32,3.55,4.19,2.78,2.3,1.05,2.59,3.92,3.64,1.78,3.6,0.82,3.41,3.48,2.68,4.27,3.32,2.25,3.32,4.46,1.92,3.04,2.75,5.05,3.43,3.72,2.43,1.8,4.58,2.94,4.58,4.27,4.86,3.31,2.7,2.74,2.95,2.79,3.82,2.36,2.9,2.31,4.95,3.24,2.41,4.89,3.18,1.37,4.92,3.57,5,4.54,3.58
August,,,,,5.41,6.69,1.45,4.59,3.96,1,4.02,3.79,2.61,5.69,3.24,3.38,4.86,4.33,2.45,3.09,6.05,1.86,3.72,1.63,3.66,2.03,3.39,4.26,3.07,2.69,4.82,5.86,2.69,5.41,4,3.68,3.58,5.95,3.35,5.69,5.86,2.28,1.43,2.67,4.64,2.61,3.8,3.14,2.62,1.29,2.09,4.5,3.73,6.15,3.41,1.9,2.56,0,6.35,3.93,4.6,3.7,3.22,3.08,5.78,1.26,4.66,4.77,4.89,0.59,3.44
September,,,,,0.21,1.16,4.68,3.11,3.95,3.84,3.05,2.88,3.03,4.11,2.56,2.03,2.03,1.54,4.98,1.96,1.43,2.67,2.81,2.38,1.95,1.71,1.15,2.08,5.8,2.62,2.66,1.96,2.8,5.41,3.87,3.21,3.35,5.82,2.73,1.27,4.53,1.37,4.14,0.8,3.94,5.28,3.89,2.54,3.22,2.22,4.45,1.52,4.66,2.24,5.17,4.77,7.17,4.45,6.03,1.62,8.23,3.04,2.73,2.67,4.84,3.44,4.18,2.65,3.51,1.17,2.4
October,,,,,2.65,3.31,3.16,1.85,3.52,2.66,4.42,3.95,1.84,7.46,1.8,2.31,5.15,6.69,1.76,4.8,1.22,3.03,3.78,1.64,1.67,2.82,6.58,5.13,4.5,1.15,1.5,4.68,2.05,3.98,3.08,2.79,5.1,4.66,5.45,4.81,5.69,3.03,5.71,2.31,4.92,9.05,4.1,3.78,7.99,2.66,4.44,3.57,5.1,6.64,4.57,4.9,0.59,1.82,4.2,5.63,2.95,0.8,3.46,2.08,8.41,2.72,2.77,3.83,2.86,4.2,2.8
November,,,,,3.51,4.15,0.99,2.55,4.52,4.39,5.67,2.88,2.31,2.88,2.27,3.26,4.49,2.17,2.57,2.25,3.95,5.26,3.95,5.26,4.5,1.74,3.4,6.26,3.41,4.26,3.46,2.95,2.1,3.67,2.53,0.85,5.96,3.34,3.83,6.31,4.68,6.03,2.89,1.48,1,3.84,4.06,0.48,6.75,7.2,5.05,2.86,0.66,2.1,6.9,0.45,5.27,4.86,3.2,3.61,2.41,5.72,2.25,5.69,5.86,1.76,1.26,1.92,1.7,4.64,4.69
December,,,,,3.29,3.93,4.1,5.3,4.34,3.39,5.97,4.1,3.84,2.41,3.59,3.2,3.67,4.99,2.72,4.39,3.78,4.68,6.43,3.09,5.77,4.85,4.47,2.92,3.78,5.29,3.46,5.31,2.98,3.29,5.24,3.09,1.67,1.03,3.94,8.46,3.6,2.97,6.8,0.46,3.61,2.51,5.43,2.18,2.67,2.16,4.8,1.9,4.16,1.66,4.51,3.12,3.25,2.21,5,7.21,1.58,4.71,2.97,4.24,4.85,5.65,4.1,3.77,4.44,5.77,4.46
Total,,,,,,30.7,33.14,37.17,35.15,39.56,41.72,33.14,27.71,50.39,33.25,29.87,40.56,41.17,34.13,37.74,39.49,36.37,41.06,35.2,37.22,30.95,46.23,35.91,37.79,31.38,41.84,40.66,31.47,41.71,36.45,37.22,42.57,45.58,44.7,40.05,40.1,40.02,40.63,25.41,34.66,41.1,39.65,31.08,48.3,37.86,39.42,32.48,36.86,42.29,41.24,39.68,38.77,37.22,50.51,40.49,40.1,36.73,31.83,31.87,51.28,28.74,33.05,38.94,36.75,31.69,37.88
