BURNLEY WW CANT CLOUGH S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SD894306,Long,-2.162306,Lat,53.771631,Elevation,900,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,2959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,7.3,5.72,2.82,6.48,3.15,2.15,1.96,5.33,2.93,4.1,1.47,5.24,4.18,1.88,2.05,3.36,6.53,5.33,2.88,3.57,4.97,4.98,1.85,7.35,1.74,3.18,2.47,5.28,2.22,5.21,5.16,3.91,6.37,3.98,2.68,3.29,5.13,4.79,8.07,4.4,4.39,3.27,4.08,5.29,4.62,10.58,2.43,7.84,4.9,4.9,3.1,4.25,2.07,4.84,4.09,5.49,3.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,4.63,4.64,4.86,0.82,1.05,1.08,2.16,0.77,0.48,3.16,5.38,5.94,0.58,2.21,3.57,3.13,2.26,4.72,2.17,1.5,4.96,5.47,2.62,3.41,2.12,2.77,2.48,5.11,4.76,2.14,2.09,4,6.66,5.62,0.89,5.73,1.75,3.31,0.64,4.54,7.05,1.11,7.73,3.99,2.36,5.22,0.93,0.93,4.25,0.31,3.49,0.51,5.83,2.93,5.41,1.82,4.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,1.38,3.87,2.99,3.21,2.1,3.1,3.23,3.53,2.36,1.54,1.43,4.17,3.74,5.16,5.42,2.13,2.48,0.85,3.41,2.66,6.92,2.68,4.02,2.96,3.03,3.48,3.55,1.26,2.1,5.88,5.6,5.05,1.73,3.77,3.04,1.8,5.77,4.47,3.55,3.37,2.3,1.44,1.58,1.73,4.36,4.31,1.03,2.85,0.5,2.83,2.53,3.02,1.41,2.4,2.11,1.55,2.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,2.47,2.19,2.75,3.03,1.67,2.32,2.91,1.17,2.91,1.2,0.87,2.42,2.76,2.24,3.16,2.59,3.66,2.2,2.81,2.53,2.57,2.81,3.67,1.35,2.4,2.93,3.93,4.45,2.36,0.97,5.81,1.48,1.86,2.91,2.05,1.13,2.11,6.48,1.67,4.24,3.65,2.29,3.21,2.16,3.1,1.24,1.45,3.63,4.03,3.33,1.89,3.43,3.06,1.12,3.41,0.63,1.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,1.23,1.9,2.95,5.13,2.25,1.34,2.66,2.89,3.95,4.5,2.41,2.76,0.89,0.64,1.79,3,3.01,2.46,1.37,3.64,3.45,3.27,0.9,3.63,3.78,2.63,2.52,2.93,2.77,3.02,4.12,2.29,1.69,3.01,1.5,2.11,1.82,5.56,2.71,1.91,3.87,5.21,4.36,4.01,1.34,1.97,3.43,2.06,2.69,4.42,2.38,3.29,1.1,1.37,2.21,4.04,1.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,5.37,1.23,3.6,2.29,0.49,2.7,0.73,3.88,1.51,3.69,3.72,2.88,2.8,2.71,3.65,2.97,1.45,4.14,1.71,1.61,1.92,1.1,3.05,2.32,5.84,2.05,3.16,2.97,5.04,6.15,2.24,2.08,0.75,2.54,2.4,1.51,1.62,2.05,0.2,2.56,1.34,2.47,0.05,3.92,3.76,6.9,1.55,2.19,6.29,1.08,2.3,2.56,4.07,4.14,1.95,4.01,3.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,3.81,5.45,1.57,4.43,3.41,5.47,3.5,3.19,3.8,2.14,5.03,4.8,5.87,2.13,2.18,1.18,2.66,3.69,1.77,3.44,4.21,2.82,2.62,1.88,2.92,5.06,6.23,3.95,0.6,5.28,1.34,3.97,4.32,2.72,1.87,3.95,2.45,7.2,2.2,5.52,5.93,4.17,1.64,2.51,3.62,1.66,2.74,6.56,4.27,4.37,3,2.36,1.58,4.3,1.94,4.37,6.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,2.41,2.32,1.82,1.83,1.5,5.05,5.66,6.35,9.19,5.08,4.45,4.54,4.51,2.53,6.45,4.42,1.64,5.16,2.21,3.46,4.94,5.69,4.46,4.02,3.5,4.47,3.41,6.49,2.82,7.5,2.84,2.54,4.87,3.6,7.27,3.08,3.75,2.33,5.33,6.51,6.27,6.57,4.78,4.54,7.63,7.02,4.88,7.79,5.26,1.42,1.64,4.46,1.55,3.65,1.91,4.92,3.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,7.24,2.77,5.6,3.71,5.38,1.13,2.65,2.94,3.7,3.68,4.65,0.25,1.87,7.56,4.58,1.32,7.3,1.34,1.59,1.82,6.04,1.53,2.95,1.32,0.75,4.58,2.66,0.49,3.8,2.34,1.68,3.11,0.87,2.21,2.46,11.38,1.97,2.67,2.06,4.6,5.8,5.96,3.9,3.16,6.13,0.94,1.78,3.86,4.84,5.45,2.12,3.7,6.52,4.91,2.17,1.98,1.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,5.45,3.07,7.53,6.51,2.44,2.02,4.93,3.23,5.43,6.85,4.36,4.95,4.49,5.55,2.06,4.43,3,5.42,3.77,4.45,11.57,1.84,4.03,7.11,5.79,2.27,5.45,4.21,4.12,4.88,2.17,2.52,1.75,9.29,8.14,3.77,2.87,2.65,2.69,1.2,6.36,5.32,5.82,3.54,4.67,7.1,6.4,5.9,2.54,6.72,4.87,5.86,8.61,4.39,2.33,8.71,2.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
