"CUCKFIELD, BOLNEY VICARAGE",,,,,,,,,,,,
Grid ref,TQ261226,Long,-0.204716,Lat,50.988998,,,,,,,
Station no,RR6724,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,,,0.88,2.55,5.10,1.16,5.06,1.23,1.79,1.28,,
February,,,0.99,1.45,3.46,0.67,3.02,1.46,1.21,0.40,,
March,,,2.09,3.33,1.27,3.95,1.61,1.19,2.31,3.62,,
April,,,1.11,2.44,1.79,2.09,0.95,3.31,2.49,1.64,,
May,,,2.59,2.17,3.75,0.65,2.37,2.63,1.80,1.72,,
June,,,3.78,3.51,1.05,4.29,2.97,1.64,1.41,2.66,,
July,,,1.15,3.38,0.72,0.54,0.98,0.77,2.65,2.78,,
August,,,4.46,4.46,1.79,3.02,1.05,2.05,4.03,2.87,,
September,,,0.80,3.83,2.46,2.59,1.25,0.63,1.21,2.91,,
October,,,2.01,7.11,2.15,1.81,4.80,5.13,1.88,6.67,,
November,,,2.92,2.55,1.43,5.43,5.81,2.30,1.21,1.26,,
December,,,1.71,2.48,2.92,0.76,2.42,2.98,3.49,3.88,,
Total,,,24.49,39.26,27.89,26.96,32.29,25.32,25.48,31.69,,
Calc annual,0.00,0.00,24.49,39.26,27.89,26.96,32.29,25.32,25.48,31.69,,
Difference,NaN,NaN,-0.00,0.00,0.00,0.00,0.00,-0.00,-0.00,0.00,,
