BURTON ST PAULS ST,,,,,,,,,,,,
,,,,,,,,,,,,
Station no,RR7394,,,,,,,,,,,
,,,,,,,,,,,,
,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,,
January,2.40,1.82,1.41,1.40,1.52,3.11,1.25,,,,,
February,0.67,0.11,1.19,2.39,2.19,0.22,0.82,,,,,
March,1.22,1.50,0.76,0.28,0.91,1.66,2.26,,,,,
April,0.99,1.73,0.96,0.47,1.32,1.66,1.00,,,,,
May,2.12,2.38,2.07,2.32,2.06,0.66,0.42,,,,,
June,1.79,2.99,2.63,0.74,2.40,2.36,1.66,,,,,
July,2.07,2.09,1.89,2.70,2.64,3.67,1.42,,,,,
August,2.43,4.21,2.44,1.91,2.07,2.25,1.98,,,,,
September,0.87,1.27,2.74,2.26,0.68,0.48,3.37,,,,,
October,1.43,4.06,2.49,1.91,2.33,2.71,2.11,,,,,
November,3.21,1.67,1.61,1.12,2.04,2.57,1.38,,,,,
December,0.60,3.39,1.96,2.22,1.94,2.00,3.20,,,,,
Total,19.80,27.22,22.15,19.72,22.10,23.35,20.87,,,,,
Calc annual,19.80,27.22,22.15,19.72,22.10,23.35,20.87,0.00,0.00,0.00,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NaN,NaN,NaN,,
