HENDON-CENTRAL-SCHOOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,TQ236890,Long,-0.21735764,Lat,51.586309,Elevation,200,ft.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950
January,,,,,,,3.04,0.89,1.66,0.58,1.9,1.46,3.85,2.95,0.58,3.82,2.21,2.39,1.91,3.93,3.2,2.7,3.49,1.52,3.12,1.88,3.16,1.71,3.85,1.19,2.37,0.9,,,1.34,0.98,4.99,3.68,3.12,,,,,,,,,,,,
February,,,,,,,1.84,1.03,1.58,0.49,2.78,1.66,1.98,0.86,2.74,3.7,4.31,1.76,1.26,3.08,0.58,0.26,2.75,3.76,0.59,3.14,2.94,3.41,1.74,0.48,0.97,1.68,,,0.35,2.35,1.92,4.34,0.59,,,,,,,,,,,,
March,,,,,,,1.12,0.93,2.72,2.86,0.99,1.76,3.3,1.99,4.74,0.95,5.33,2.06,1,3.8,1.55,1.78,2.07,2.72,0.94,0.64,0.22,2.55,1.61,0.02,1.47,0.22,,,2.35,0.33,1.25,3.16,0.47,,,,,,,,,,,,
April,,,,,,,0.7,3.26,2.53,1.61,1.7,1.9,0.08,3.06,0.7,1.16,1.64,2.8,4.02,2.83,3.55,1.34,3.54,2.2,3.27,1.88,3.43,2.2,1.39,1.26,2.27,3.43,,,2.68,2.98,1.53,2.27,0.42,,,,,,,,,,,,
May,,,,,,,1.78,1.63,1.7,1.59,2.43,1.17,1.37,2.05,2.2,3.3,2.39,2.76,3.26,0.46,1.13,1.46,1.02,1.97,3.16,2.13,2.14,1.3,2.1,1.82,2.51,2.18,,,0.81,1.12,0.66,2.51,1.88,,,,,,,,,,,,
June,,,,,,,2.76,2.16,1.04,3.27,1.98,2.47,2.63,0.43,1.06,0.71,3.32,2.95,0.73,1.54,1.63,0.21,1.57,0.47,3.18,0.09,3.22,3.05,2.53,1.03,1.35,1.33,,,0.93,3.36,4.5,1.59,0.55,,,,,,,,,,,,
July,,,,,,,0.68,2.12,3.58,3.31,2.23,1.27,1.81,1.8,1.38,6.38,1.4,4.63,4.33,2.22,4.62,0.07,2.99,4.01,4.95,3.7,2.14,2.98,1.57,3.9,1.58,3.62,,,0.72,0.78,3.95,0.5,1.6,,,,,,,,,,,,
August,,,,,,,0.83,1.98,2.24,1.4,2.73,0.81,5,1.31,1.52,3.46,6.04,6.17,1.53,2.6,1.55,2.62,2.25,1.54,2.7,2.17,1.44,4,2.16,1.84,3.33,3.85,,,2.35,1.83,0.49,2.25,2.23,,,,,,,,,,,,
September,,,,,,,1.85,0.6,1.23,2.65,0.48,1.39,2.11,1.44,1.03,2.51,1.57,2.03,6.34,1.41,2.8,2.71,2.41,1.53,3.62,2.71,1.05,4.97,0.92,0.32,2.95,2.39,,,2.38,3.93,2.74,1.3,1.42,,,,,,,,,,,,
October,,,,,,,3.48,3.28,1.71,3.65,2.35,3.31,2.29,3.07,1.46,2.57,4.57,4.5,1.22,0.7,2.36,1.32,0.79,5.44,3.62,3.3,2.32,1.88,4.47,3.03,1.05,0.48,,,1.18,2.59,2.67,2.2,2.19,,,,,,,,,,,,
November,,,,,,,4.46,1.91,0.78,0.69,3.37,3.39,1.81,2.45,2.95,2.71,5.48,2.13,2.91,1.94,1.62,2.11,1.39,1.67,2.35,1.94,5.42,2.8,2.33,6.05,3.04,1.79,,,2.17,4.67,3.51,1.91,2.59,,,,,,,,,,,,
December,,,,,,,2.32,3.47,2.16,2.5,3.82,4.7,2.89,0.75,7.17,5.92,3.21,1.25,2.13,4.77,2.91,1.09,2.92,2.46,2.97,2.27,0.35,3.35,2.12,5.06,1.8,0.92,,,5.56,2.02,1.67,3.22,3.89,,,,,,,,,,,,
Total,,,,,,,24.86,23.26,22.93,24.6,26.76,25.29,29.12,22.16,27.53,37.19,41.47,35.43,30.64,29.28,27.5,17.67,27.19,29.29,34.47,25.85,27.83,34.2,26.79,26,24.69,22.79,,,22.82,26.94,29.88,28.93,20.95,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NOTES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGR is between 2 schools, not sure which is correct and gauge may have moved between the schools. Altitudes match. Could be +/- 100m or so",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1950s record sheet contains no readings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
