LETTERSTON-TRE-CWN-HOUSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SM981323,Long,-4.939,Lat,51.9528,Elevation,371,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,05/03/4122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,,,,,,,,4.72,7.67,11.49,5.64,5.32,8.28,9.17,10.13,2.97,1.96,6.41,6.72,2.61,5.06,5.45,7.33,5.94,5.48,5.46,7.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,,,,,,,,5.92,0.52,2.9,2.61,6.82,2.54,2.5,2.63,2.33,9.21,5.23,1.36,3.32,5.56,3.17,1.34,4.42,5.35,0.84,7.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,,,,,,,,3.55,4.2,1.18,1.1,2.45,2.79,9.66,2.84,2.3,3.79,6.81,4.81,2.33,5.79,3.6,0.78,4.87,1.93,4.6,2.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,,,,,,,,,2.5,2.03,3.9,3.19,1.42,4.43,2.95,3.99,4.21,3.3,4.33,3.61,0.9,3.88,1.58,0.4,1.66,4.36,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,,,,,,,,3.28,5.44,3.84,1.59,2.84,4.33,3.53,3.71,4.2,0.32,3.62,3.65,3.47,5.17,4.37,1.63,2.57,5.65,1.39,1.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,,,,,,,,,0.1,4.78,2.65,4.55,5.9,4.77,4.19,0.37,2,1.36,3.75,4.69,4.09,4.85,2.71,3.33,4.83,1.67,2.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,,,,,,,4.08,4.36,3.35,2.88,2.96,5.13,2.68,4.17,3.33,1.48,4.68,1.64,3.07,4.78,4.18,0.59,4.53,6.16,5.15,2.67,6.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,,,,,,,0.3,3.04,6.67,4.29,3.81,2.87,6.05,0.84,4.66,3.24,10.04,8.11,6.05,3.79,4.32,1.79,5.77,3.43,6.29,2.56,4.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,,,,,,,2.25,2.82,5.94,5.32,5.35,3.98,5.77,3.7,4.95,1.41,10.1,6.94,4.53,4.33,5.83,3.12,5.62,10,10.05,0.41,8.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,,,,,,,7.88,3.65,4.97,7.44,8.02,4.18,2.48,1.92,4.34,9.03,4.75,2.38,7.34,4.98,10.46,4.36,3.01,5.75,5.57,8.85,6.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
