"TOTNES, STAVERTON, GOULDS",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,1696,,,,,,,,,,,
,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,,
January,,,6.30,8.80,1.47,4.43,2.71,1.58,4.17,6.83,,
February,,,4.98,1.88,5.04,8.01,8.69,0.94,2.33,5.76,,
March,,,6.78,5.35,7.34,1.44,3.98,3.87,1.98,4.77,,
April,,,0.10,5.17,1.56,1.09,0.85,1.33,1.92,1.86,,
May,,,1.66,3.24,1.72,3.48,1.65,2.26,1.21,1.29,,
June,,,4.38,0.65,1.23,1.79,2.75,2.59,1.00,0.81,,
July,,,2.41,0.60,3.43,4.33,1.02,1.70,4.70,2.44,,
August,,,8.12,2.09,3.25,2.08,4.73,5.21,2.18,3.62,,
September,,,1.29,2.79,2.45,0.76,1.91,2.20,7.29,2.13,,
October,,5.19,5.74,3.90,3.33,5.19,6.97,5.97,2.14,1.54,,
November,,5.70,2.37,4.97,5.80,3.91,6.03,1.76,3.49,3.95,,
December,,12.56,6.84,2.76,10.38,10.94,5.10,1.28,6.12,7.51,,
Total,,,50.97,42.20,47.00,47.45,46.39,30.69,38.53,42.51,,
Calc annual,0.00,23.45,50.97,42.20,47.00,47.45,46.39,30.69,38.53,42.51,,
Difference,NaN,NaN,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
