DURRIS HOUSE (DRUMOAK),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NO799968,Long,-2.333047,Lat,57.061805,Elevation,200,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR2752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929
January,,,,,,,,,,,,,,4.98,1.62,0.86,2.28,1.85,1.77,1.15,1.5,1.52,5.87,5.76,1.38,3.58,0.91,2.33,1.43,4.38,,,,,,,,,,
February,,,,,,,,,,,,,,4.47,7.19,1.46,1.77,3.5,0.97,0.68,3.46,0.97,3.25,0.98,2.14,6.9,2.35,4.02,1.58,1.52,,,,,,,,,,
March,,,,,,,,,,,,,,3.56,3.66,4.38,2.89,1.23,4.6,5.71,1.82,2,2.7,4.18,3.46,1.78,3.06,2.93,1.87,2.95,,,,,,,,,,
April,,,,,,,,,,,,,,3.22,1.52,2.79,1.96,1.62,1.94,3.36,3.54,1.49,0.45,3.18,0.86,0.62,2.76,1.09,0.46,3.69,,,,,,,,,,
May,,,,,,,,,,,,,,2.55,3.01,1.36,6.27,5.81,1.63,2.67,2.54,2.84,1.87,4.85,1.98,1.16,3.13,1.92,2.81,1.19,,,,,,,,,,
June,,,,,,,,,,,,,,1.31,1.02,0.51,0.34,3.97,1.37,1.56,1.04,1.78,1.86,1.69,0.55,1.49,4.31,1.65,1.15,1.1,,,,,,,,,,
July,,,,,,,,,,,,,,5.26,1.49,1.81,2.35,1.75,2.16,5.11,1.67,1.69,2.48,1.22,2.67,6.42,5.18,1.71,6.97,1.12,,,,,,,,,,
August,,,,,,,,,,,,,,5.68,3.15,4.41,3.14,2.7,1.74,2.68,5.28,1.22,5.67,1.29,0.29,1.4,4.36,7.51,1.2,3.37,,,,,,,,,,
September,,,,,,,,,,,,,,3.45,1.88,2.19,0.67,1,4.49,1.55,0.87,0.89,3.03,3.57,0.96,2.83,1.49,1.57,6.68,2.13,,,,,,,,,,
October,,,,,,,,,,,,,,7.24,0.62,3.82,6.45,5.69,3.5,2.73,2.18,2.51,5.26,1.41,2.04,5.25,5.25,3.57,2.46,2.56,,,,,,,,,,
November,,,,,,,,,,,,,,2.06,1.31,11.54,5.87,2.94,1.31,1.73,4.86,4.88,2.21,0.91,2.72,3.14,4.47,2.86,2.62,4.07,,,,,,,,,,
December,,,,,,,,,,,,,,5.82,2.55,1.11,2.41,3.71,1.4,3.69,6.22,8.04,1.43,1.14,6.71,9.59,4.17,1.19,1.89,6.35,,,,,,,,,,
Total,,,,,,,,,39,37.95,41.14,31.98,37.17,49.6,29.02,36.24,36.4,35.77,26.88,32.62,34.98,29.83,36.08,30.18,25.76,44.16,41.44,32.35,31.12,34.43,33.34,17.44,36.32,44.4,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1921-23 Transcribed ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
from British Rainfall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,
