DOUSLAND-RES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SX539690,Long,-4.061528,Lat,50.502525,Elevation,721,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,1646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,6.17,10.97,2.41,5.22,4.48,2.57,5.49,8.06,10.11,7.24,7.97,4.15,7.17,6.44,8.09,7.32,11.22,3.68,10.7,5.51,8.48,4.48,6.63,0.99,8.36,10.12,8.31,9.22,3.69,3.93,8.01,11.78,5.52,3.7,7.66,6.97,11.19,2.37,1.99,6.81,5.54,1.6,3.5,7.72,6.53,6.73,6.18,8.46,6.41
February,,,7.28,2.44,9.74,12.68,7.94,2.04,5.09,5.49,1.65,0.48,5.63,12.53,2.98,6.39,4.25,4.95,4.55,2.57,2.34,5.05,0.04,5.31,0.34,5.51,5.82,9.4,2.17,4.17,7.57,8.17,0.49,3.14,1.8,4.96,5.71,2.42,2.58,2.66,9.13,6.56,1.05,2.27,6.35,4.1,0.33,8.51,5.77,0.37,6.78
March,,,9.14,6.64,9.7,1.63,3.57,4.17,3.23,7.5,5.74,4,4.97,2.82,2.93,0.9,1.01,5.72,7.74,0.89,3.9,1.75,4.42,6.48,4.88,1.26,4.78,6.18,0.62,2.34,4.93,6.31,5.8,1.69,0.22,2.47,3.58,10.92,3.02,1.89,4.47,6.14,6.04,1.01,5.87,2.23,2.42,7.18, ,8.16,4.02
April,,,0.28,8.01,2.93,2,2.96,1.86,1.73,3.61,5.78,1.33,4.95,4.52,4.93,4.06,2.75,2.8,2.74,1,5.37,4.44,4.49,4.8,4.19,5.96,2.28,3.6,0.11,3.58,3.97,1.32,3.79,1.86,3.23,1.7,2.48,4.61,2.99,3.21,3.34,2.79,5.17,3.68,0.6,2.43,1.27,0.42,1.18,6.19,5.19
May,,,1.76,4.97,2.77,3.8,2.14,2.39,1.88,2.24,2.66,2.95,1.78,3.67,5.84,5.57,2.76,0.91,2.21,5.25,2.7,4.42,6.22,2.07,2.11,2.48,0.56,3.49,4.92,1.39,2.24,3.6,8.91,4.99,0.98,5.02,6.56,4.04,2.83,4.5,2.62,3.47,3.08,5.74,4.85,5.77,1.47,3.34,5.49,1.03,2.65
June,,,7.75,1.44,1.73,2.69,3.74,3.53,2.4,1.26,2.54,0.08,1.8,0.89,3.26,0.04,4.37,4.28,3.95,3.06,2.3,6.04,5.26,2.27,2.16,6.3,2.43,1.72,2.18,4.7,1.12,3.37,0.69,2.78,4.87,6.93,6.14,4.27,3.17,1.04,1.85,1.49,2.72,5.12,5.4,3.52,3.57,2.08,5.12,1.99,2.88
July,,,3.73,0.21,7.15,5.9,2.13,2.76,5.21,1.97,7.38,2,5.25,1.5,6.06,4.09,1.98,6.48,2.76,2.68,4.22,6.05,4.4,4.31,1.33,1.16,10.99,3.63,4.67,10.9,4.31,1.9,4.25,3.9,5.22,4.75,3.1,3.91,2.96,3.11,6.37,2.64,2.02,5.08,4.63,2.95,5.63,5.86,5.69,2.54,6.81
August,,,12.86,1.39,4.76,2.66,4.86,8.46,3.53,3.95,2.53,4.02,5.52,4.83,7.36,5.36,3.06,5.43,2.7,5.55,6.54,4.88,2.08,3.32,6.28,2.22,1.02,0.9,6.2,5.47,0.38,7.24,6.6,4.86,4.43,3.11,6.86,1.3,5.74,2.44,9.51,9.3,6.41,3.34,5.28,0.28,4.87,4.84,7.71,2.44,5.15
September,,,1.88,5.06,4.35,1.51,3.05,3.16,9.14,3.69,3.42,1.45,3.76,5.02,6.81,5.69,1.17,7.82,1.6,1.5,7.28,3.03,7.61,2.02,5.43,7.28,4.3,4.14,3.05,0.62,2.82,0.81,5.44,5.76,4.24,3.91,10.42,3.18,4.1,4.52,8.99,7.1,3.88,5.02,6.8,2.67,8.95,6.07,8.43,0.24,8.57
October,,,8,4.88,3.99,5.85,10.85,8.52,3.97,3.04,5.18,1.43,2.27,8.64,7.84,6.84,3.22,5.2,10.53,8.77,7.58,1.23,11.16,5.24,5.47,8,1.88,4.86,7.52,6.04,6.47,3.09,5.18,6.45,8.3,6.63,3.68,2.48,6.96,11.25,2.64,1.42,7.12,5.52,6.26,3.8,2.99,4.6,6.19,6.67,10.2
November,,,4.22,7.37,4.91,4.95,10.46,3.42,5.18,5.03,3.53,4.45,3.65,3.85,5.93,5.45,11.71,6.37,7.56,20.64,10.15,11.2,3.98,1.7,2.15,10.09,5.29,3.52,10.65,11.89,12.46,4.06,1.47,3.67,12.9,1.47,12.44,4.6,3.83,7.57,9.24,9.47,4.49,3.86,11.79,7.06,2.11,3.45,4.12,11.22,11.04
December,,,8.62,3.54,14.07,15.17,5,1.99,10.44,9.53,7.12,3.94,8.69,6.76,8.79,7.1,0.85,6.21,7.7,13.1,6.18,3,5.39,2.89,20.45,6.5,7.73,5.11,7.45,4.39,6.9,5.54,10.85,5.23,5.68,8.59,8.95,3.93,9.32,3.14,6.07,5.47,5.34,0.97,5.18,9,8.78,5.36,6.92,12.85,6.24
Total,,,71.69,56.92,68.51,64.06,61.18,44.87,57.29,55.37,57.64,33.37,56.24,59.18,69.9,57.93,45.22,63.49,65.26,68.69,69.26,56.6,63.53,44.89,61.42,57.75,55.44,56.67,57.85,64.71,56.86,49.34,61.48,56.11,57.39,53.24,77.58,52.63,58.69,47.7,66.22,62.66,52.86,43.21,66.51,51.53,48.92,58.44, ,62.16,75.94
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
