WOTTON-UNDER-EDGE (OZLEWORTH PARK),,,,,,,,,,,,
,,,,,,,,,,,,
Station no,2144/1,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,3.92,2.92,3.77,1.83,3.98,2.82,4.94,3.19,5.11,1.10,4.85,
February,1.17,0.33,3.66,6.46,0.35,3.95,2.34,3.70,2.41,0.91,0.78,
March,2.54,1.84,3.08,2.34,1.24,0.63,0.47,3.59,3.12,0.30,2.86,
April,4.93,0.90,2.72,2.89,2.77,2.00,3.08,1.29,2.00,0.89,2.39,
May,2.23,1.72,0.87,2.03,5.13,4.66,2.87,1.09,0.66,2.30,1.68,
June,3.56,0.22,1.00,0.61,2.46,0.02,2.52,2.89,2.73,1.80,0.72,
July,4.67,1.02,4.37,2.31,4.88,3.18,3.28,5.18,2.88,1.47,3.71,
August,1.33,2.13,5.34,2.93,3.76,2.83,2.49,4.98,2.37,3.41,2.57,
September,1.84,2.17,1.99,2.99,4.07,4.10,1.28,5.75,1.15,0.26,4.05,
October,2.49,1.54,1.31,5.33,5.56,3.88,3.60,2.20,6.00,4.94,2.46,
November,1.40,2.28,1.63,1.94,2.92,1.75,7.19,2.75,3.13,8.49,4.10,
December,3.42,1.90,4.35,3.54,3.93,3.98,0.63,3.01,3.17,7.73,3.85,
Total,33.50,18.97,34.09,35.20,41.05,33.80,34.69,39.62,34.73,33.60,34.02,
Calc annual,33.50,18.97,34.09,35.20,41.05,33.80,34.69,39.62,34.73,33.60,34.02,
Difference,0.00,0.00,0.00,0.00,-0.00,0.00,-0.00,0.00,0.00,0.00,0.00,
