WOTTON-UNDER-EDGE (OZLEWORTH PARK),,,,,,,,,,,,
,,,,,,,,,,,,
Station no,2144/1,,,,,,,,,,,
,,,,,,,,,,,,
,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,,
January,2.21,3.93,2.83,3.17,0.75,3.69,3.12,4.42,5.96,3.14,,
February,2.32,0.11,4.08,0.30,3.43,2.75,4.69,1.01,1.77,-999.00,,
March,0.61,2.47,2.98,2.39,0.82,2.78,3.90,0.45,2.08,2.71,,
April,2.98,3.27,1.42,2.34,5.18,2.78,3.28,0.13,3.90,-999.00,,
May,3.86,6.19,2.62,1.36,1.13,0.60,2.27,2.55,1.13,2.99,,
June,4.16,1.56,1.57,1.39,2.77,1.80,2.74,1.56,2.36,0.60,,
July,5.58,2.50,2.19,1.12,0.93,6.16,3.01,3.28,4.81,6.92,,
August,4.33,1.31,0.86,2.30,2.21,0.46,0.80,3.75,2.55,0.21,,
September,2.78,4.79,3.64,2.54,6.28,4.10,2.02,3.32,1.08,1.10,,
October,0.69,6.16,3.07,2.13,5.14,2.29,2.61,5.34,3.11,4.15,,
November,4.54,2.16,0.90,1.54,6.59,3.70,1.70,4.11,5.95,7.79,,
December,2.20,1.52,0.70,6.88,4.24,2.54,2.37,4.39,2.59,1.52,,
Total,36.26,35.97,26.86,27.46,39.47,33.65,32.51,34.31,37.29,-999.00,,
Calc annual,36.26,35.97,26.86,27.46,39.47,33.65,32.51,34.31,37.29,31.13,,
Difference,-0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,-0.00,-1030.13,,
