DOWNHOLLAND BARTON MOSS,,,,,,,,,,,,
Grid ref,SD324094,Long,-3.022412,Lat,53.576821,,,,,,,
Station no,RR6426,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,3.80,1.86,1.95,2.80,2.80,1.45,4.07,1.10,2.11,2.01,,
February,2.93,1.34,1.51,2.14,3.77,1.43,2.91,1.62,2.33,1.06,,
March,0.91,2.05,2.22,2.98,2.08,2.91,2.32,2.20,2.48,2.77,,
April,1.45,1.36,1.46,1.59,1.33,2.41,0.84,1.02,2.50,2.85,,
May,1.70,1.03,2.85,2.93,1.88,0.33,3.21,2.80,2.59,1.15,,
June,2.19,1.66,1.77,2.32,1.14,1.91,1.53,5.42,1.65,2.83,,
July,0.72,1.36,2.50,2.00,1.33,1.99,1.19,2.05,3.14,5.68,,
August,6.02,2.99,2.09,4.46,3.37,2.92,2.91,3.73,3.33,3.89,,
September,1.23,0.69,1.61,4.96,2.24,2.09,1.66,0.90,3.76,2.66,,
October,3.89,3.14,2.86,6.72,1.91,2.67,5.73,3.64,2.23,3.90,,
November,3.00,3.99,1.94,3.00,1.90,4.44,2.15,2.54,2.45,1.53,,
December,3.34,3.88,2.44,2.09,2.74,0.63,3.03,3.14,2.65,5.90,,
Total,31.18,25.35,25.20,37.99,26.49,25.18,31.55,30.16,31.22,36.23,,
Calc annual,31.18,25.35,25.20,37.99,26.49,25.18,31.55,30.16,31.22,36.23,,
Difference,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,,
