MINSTER-GAS-WORKS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,TR309648,Long,1.313472,Lat,51.335377,Elevation,60,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR4519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,,3.04,0.94,2.21,0.86,1.88,0.59,2.48,1.55,2.47,2.69,0.97,2.66,0.88,2.91,2.62,2.23,2.18,1.7,2.49,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,,1.88,0.94,1.48,1.36,1.38,1.4,2.59,0.99,1.25,0.74,1.34,2.63,4.01,0.19,0.66,1.09,0.58,0.92,1.14,2.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,,1.46,2.07,1.51,0.65,2.2,2.73,1.47,3.36,2.63,2.02,4.13,0.89,3.53,1.92,1.1,2.98,0.72,1.05,1.35,1.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,,0.89,3.29,0.55,2.38,1.97,1.4,2.39,1.03,0.28,2.11,1.07,1.26,1.99,1.73,1.49,3.2,2.49,1.1,2.16,1.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,,2.38,1.03,1.73,1.84,1.74,1,4.38,1.3,0.9,1.33,1.07,2.72,1.69,0.71,1.35,0.16,0.81,0.98,0.45,2.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,4.3,0.73,3.53,1.49,1.55,1.25,2.48,4.18,2.53,2.44,0.84,1.02,1.09,1.8,1.91,0.49,0.76,1.06,0.17,1.94,0.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,4.77,0.59,0.77,1,1.59,3.01,2.92,2.28,0.15,2.14,1.7,3.33,1.81,1.23,3.64,4.44,2.89,2.55,0.2,1.71,0.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,2.88,1.38,1.68,0.45,1.38,2.78,2.84,2.62,1.25,5.28,0.68,0.55,1.63,1.52,8.26,0.76,2.15,1.94,1.47,2.23,2.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,1.56,2.28,2.6,1.83,0.33,1.13,2.2,1.31,2.06,3.04,2.18,0.46,3.07,0.99,0.61,4.43,0.52,2.98,0.62,3.68,1.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,3.03,1.65,1.95,1.84,5.02,1.52,6.38,1.84,5.61,3.03,3.65,3.16,2.17,3.88,3.18,2.33,1.92,1.12,0.77,3.21,5.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
