"SWANSWICK BATH",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1840,1841,1842,1843,1844,1845,1846,1847,1848,1849,,
January,2.50,1.18,1.65,1.56,1.96,1.67,3.24,1.20,1.04,1.33,,
February,2.35,1.33,1.90,1.85,2.59,0.67,0.82,0.93,3.41,1.74,,
March,0.30,1.36,2.23,0.93,1.53,0.55,1.70,1.69,2.75,0.45,,
April,0.30,1.43,0.21,3.10,0.10,1.02,2.94,0.83,2.67,2.65,,
May,2.47,2.38,1.78,4.14,0.22,2.04,1.91,1.84,1.10,3.59,,
June,1.58,2.32,2.54,2.78,0.90,2.38,0.67,2.74,4.86,1.22,,
July,2.04,1.82,2.28,0.96,1.81,3.00,3.44,0.90,2.28,1.67,,
August,1.56,2.90,2.01,3.55,2.81,3.69,3.44,1.15,3.34,1.20,,
September,2.46,6.25,3.57,0.88,1.13,4.11,2.18,2.28,4.00,2.42,,
October,0.95,3.02,0.78,4.00,3.21,1.38,4.50,5.44,4.55,2.08,,
November,3.51,3.33,6.13,2.05,3.66,2.95,1.53,1.49,1.05,1.78,,
December,0.70,2.22,1.61,0.29,0.75,2.12,0.80,2.71,3.33,2.05,,
Total,20.72,29.54,26.69,26.09,20.67,25.58,27.17,23.20,34.38,22.18,,
Calc annual,20.72,29.54,26.69,26.09,20.67,25.58,27.17,23.20,34.38,22.18,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,,
