"BRIGHTON TERMINUS ROAD",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1840,1841,1842,1843,1844,1845,1846,1847,1848,1849,,
January,,,,,,,,,,1.48,,
February,,,,,,,,,,1.29,,
March,,,,,,,,,,0.64,,
April,,,,,,,,,,2.96,,
May,,,,,,,,,,2.02,,
June,,,,,,,,,,1.43,,
July,,,,,,,,,,1.85,,
August,,,,,,,,,,0.53,,
September,,,,,,,,,,2.33,,
October,,,,,,,,,,3.44,,
November,,,,,,,,,,1.29,,
December,,,,,,,,,2.05,2.35,,
Total,,,,,,,,,,21.61,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.05,21.61,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00,,
