"HOUSE OF CORRECTION PRESTON",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1840,1841,1842,1843,1844,1845,1846,1847,1848,1849,,
January,,,,,,,,,,3.49,,
February,,,,,,,,,,1.33,,
March,,,,,,,,,,0.52,,
April,,,,,,,,,,1.12,,
May,,,,,,,,,,1.76,,
June,,,,,,,,,,1.05,,
July,,,,,,,,,,3.96,,
August,,,,,,,,,,3.54,,
September,,,,,,,,,2.50,3.55,,
October,,,,,,,,,3.83,3.94,,
November,,,,,,,,,2.63,3.54,,
December,,,,,,,,,2.48,1.84,,
Total,,,,,,,,,,29.64,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.44,29.64,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00,,
