"RETFORD",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1840,1841,1842,1843,1844,1845,1846,1847,1848,1849,,
January,,,,0.97,1.12,0.86,2.37,,,2.58,,
February,,,,2.87,1.05,0.88,0.28,,,0.45,,
March,,,,0.61,1.75,1.26,1.36,,,0.65,,
April,,,,2.61,0.17,1.36,5.55,,,2.75,,
May,,,,3.57,0.41,2.76,1.15,,,2.03,,
June,,,,2.18,1.71,2.61,0.87,,,1.10,,
July,,,,1.59,2.86,3.15,3.45,,,1.85,,
August,,,,2.49,1.71,5.75,4.18,,,2.10,,
September,,,,0.31,1.95,1.81,1.75,,,2.57,,
October,,,,3.03,1.38,2.14,3.90,,,3.65,,
November,,,,2.07,2.12,0.75,0.79,,,1.11,,
December,,,,0.37,0.21,2.44,0.57,,,4.15,,
Total,,,,22.67,16.44,25.77,26.22,20.67,31.36,24.99,,
Calc annual,0.00,0.00,0.00,22.67,16.44,25.77,26.22,0.00,0.00,24.99,,
Difference,NaN,NaN,NaN,0.00,0.00,-0.00,0.00,20.67,31.36,0.00,,
