"GORDON CASTLE",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,5673,,,,,,,,,,,
,,,,,,,,,,,,
,1840,1841,1842,1843,1844,1845,1846,1847,1848,1849,,
January,1.77,1.60,,,,,,,,,,
February,1.26,0.25,,,,,,,,,,
March,0.84,1.92,,,,,,,,,,
April,0.70,0.90,,,,,,,,,,
May,5.03,1.00,,,,,,,,,,
June,2.45,2.26,,,,,,,,,,
July,3.43,6.34,,,,,,,,,,
August,1.22,4.07,,,,,,,,,,
September,4.55,2.76,,,,,,,,,,
October,5.38,5.02,,,,,,,,,,
November,3.16,2.24,,,,,,,,,,
December,0.96,3.37,,,,,,,,,,
Total,30.75,31.73,,,,,,,,,,
Calc annual,30.75,31.73,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
