"HENLEY HALL",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,1359,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,,,-999.00,1.40,2.35,1.01,2.27,1.34,3.78,1.94,2.19,
February,,,-999.00,3.01,1.08,2.04,1.91,2.84,1.22,0.52,0.79,
March,,,-999.00,1.23,0.66,0.65,0.32,1.88,1.62,0.06,1.57,
April,,,-999.00,0.86,2.74,1.92,3.19,2.91,1.69,1.48,1.54,
May,,,-999.00,1.28,5.37,2.21,1.40,0.85,2.09,1.48,2.69,
June,,,,0.47,2.26,0.50,2.34,3.98,2.05,0.78,1.47,
July,,,,2.03,3.87,3.00,1.97,3.34,2.44,3.17,4.71,
August,,,,2.02,3.18,2.76,1.50,4.08,3.15,1.22,2.97,
September,,,,1.69,3.07,2.85,1.22,3.42,0.94,0.57,4.52,
October,,,,4.09,4.05,2.77,3.04,2.10,2.04,3.38,0.97,
November,,,,2.99,2.64,2.75,4.21,2.50,2.31,4.04,3.25,
December,,,,3.04,2.32,1.83,0.72,2.22,3.61,4.91,2.44,
Total,,,,24.11,33.59,24.29,24.09,31.46,26.94,23.55,29.11,
Calc annual,0.00,0.00,0.00,24.11,33.59,24.29,24.09,31.46,26.94,23.55,29.11,
Difference,NaN,NaN,NaN,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
