"OTTERBOURNE (WATERWORKS)",,,,,,,,,,,,
Grid ref,SU465235,Long,-1.338582,Lat,51.009011,,,,,,,
Station no,706,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.08,2.65,1.26,2.76,3.73,4.83,2.66,4.38,3.67,4.54,,
February,5.80,0.64,1.70,3.48,1.87,0.25,4.37,2.81,0.13,2.94,,
March,4.62,3.44,0.83,3.23,1.43,0.77,2.41,1.87,3.61,2.14,,
April,2.99,2.02,2.67,0.48,0.55,1.93,0.18,0.67,2.98,1.33,,
May,2.86,2.97,2.86,1.72,4.92,0.36,1.41,2.14,0.53,0.90,,
June,1.20,1.38,2.35,3.45,2.88,2.05,1.61,3.72,0.97,2.75,,
July,2.87,0.28,3.69,3.33,0.75,3.12,4.82,1.62,1.87,4.36,,
August,5.50,3.45,3.25,4.43,0.50,4.33,3.58,3.77,2.91,4.46,,
September,4.07,3.12,3.71,3.77,1.97,4.74,3.22,5.28,0.07,5.16,,
October,1.07,5.05,5.01,3.50,4.81,3.31,2.36,3.00,3.13,8.26,,
November,9.36,4.13,1.44,6.12,2.73,0.82,2.86,3.07,3.58,5.00,,
December,3.11,3.07,1.08,3.22,4.62,5.72,2.82,4.57,7.42,4.42,,
Total,46.53,32.20,29.85,39.49,30.76,32.23,32.30,36.90,30.87,46.26,,
Calc annual,46.53,32.20,29.85,39.49,30.76,32.23,32.30,36.90,30.87,46.26,,
Difference,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,-0.00,-0.00,,
