"BOLTON SMITHILL MOOR",,,,,,,,,,,,
Grid ref,SD658140,Long,-2.518523,Lat,53.621414,,,,,,,
Station no,RR4078,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,,,,,,,,,,2.11,,
February,,,,,,,,,,2.21,,
March,,,,,,,,,,4.00,,
April,,,,,,,,,,5.60,,
May,,,,,,,,,,3.14,,
June,,,,,,,,,,4.71,,
July,,,,,,,,,,7.80,,
August,,,,,,,,,,3.67,,
September,,,,,,,,,,3.97,,
October,,,,,,,,,,6.91,,
November,,,,,,,,,,2.48,,
December,,,,,,,,,,8.10,,
Total,,,,,,,,,,54.70,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,54.70,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00,,
