GARSTON DEPOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SJ395853,Long,-2.91055,Lat,53.361096,Elevation,81,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,2810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,0.73,4.63,3.03,1.6,4.2,1.64,2.38,2.16,3.82,4.32,4.34,4.29,2.1,3.1,1.88,3.08,4.42,6.21,2.16,4.17,3.44,2.9,1.33,2.3,1.68,4.64,2.1,3.47,4.58,2.42,2.14,3.26,3.58,3.83,1.78,3.46,2.15,6.75,2.86,1.11,2.22,3.27,1.22,2.85,1.9,3.62,1.44,2.35,3.13,4.96
February,,2.52,1.28,1.14,1.92,2.97,4.1,2,2.85,1.84,3.19,0.27,3.33,4.63,0.89,5.73,3.52,1.78,3.31,1.2,0.21,2.83,0.06,3.2,0.36,2.65,2.1,5.06,0.74,2.47,2.12,3.26,1.27,1.67,1.27,2.56,4.95,0.92,1.87,1.4,4.49,2.39,1.24,1.14,2.41,1.79,0.36,1.86,4.43,0.26,1.68
March,,1.34,5.13,3.1,3.42,2.21,2.14,3.13,1.38,7.13,4.42,1.95,2.31,1.53,1.03,0.96,1.29,3.5,2.09,0.6,3.08,0.29,2.15,2.14,1.67,1.18,1.75,1.32,1.01,1.78,2.47,2.81,2.1,0.95,1.2,0.97,1.03,4.62,0.85,2.37,1.1,4.73,1.68,1.04,2.03,1.73,1.41,2.17,1.39,1.34,1.41
April,,2.26,0.22,3.91,0.95,1.95,2.26,2.25,1.62,1.92,5.08,1.49,2.6,3.46,2.22,2.36,0.98,2.44,1.23,1.32,2.61,2.7,3.04,0.94,2.23,2.64,1.29,3.4,0.28,2.03,1.99,1.48,1.21,1.23,1.39,1.61,0.85,2.4,1.36,2.67,3.4,1.35,1.83,2.17,0.88,1.76,2.6,0.53,0.88,2.94,1.28
May,,0.68,2.23,3.23,2.72,1.96,3.4,3.85,3.71,1.1,4.69,2.52,1.46,4.05,6.9,3.5,4.29,1.52,1.5,1.91,1.15,2.32,4.59,1.62,1.89,1.64,0.83,2.61,2.69,1.44,2.36,1.78,3.2,2.26,2.09,3.01,1.65,3.97,1.08,3.15,0.95,2.93,1.75,2.09,2.42,2.48,0.99,1.3,2.95,2.03,1.96
June,,3.54,3.59,2.38,2.43,1.08,2.67,2.9,2.63,2.31,2.87,0.53,2.75,0.7,3.2,0.09,1.74,5.31,6.58,1.72,1.3,4.64,0.38,1.92,1.5,3.92,3.67,1.25,2.45,2.76,1.09,0.41,0.35,2.24,2.21,2.6,3.86,2.31,3.84,0.86,2.15,1.28,1.98,1.44,3.2,3.23,2.69,1.89,4.37,2.55,1.28
July,,0.81,3.03,2.68,5.54,4.2,1.76,1.98,5.82,1.96,6.63,2.02,4.96,3.86,6.14,3.44,4.34,4.06,2.86,3.22,5.32,2.56,5.32,1.63,1.01,1.39,3.1,2.02,3.12,5.04,2.94,2.45,2.89,3.87,2.19,2.24,3.88,3.31,3.19,3.13,2.12,1.53,1.76,3.33,3.89,0.66,4.79,3.87,4.02,3.99,3.92
August,,3.23,7.06,2.67,2.81,4.82,3.04,7.8,2.54,5.13,2.36,5.3,4.13,5.02,6.39,5.05,3.86,6.09,4,4,4.61,6.62,1.61,1.9,3.66,2.07,1.76,1.95,5.3,1.42,0.94,4.88,2.4,3.35,3.42,2.28,4.65,0.37,2.98,1.74,4.83,4.18,1.69,3.24,3.64,0.98,8.97,3.04,3.4,1.15,4.53
September,,4.78,1.41,1.83,3.28,0.96,3.22,1.47,8.11,2.9,3.59,1.28,3.95,4.41,4.67,5.63,4.22,8.04,1.91,1.91,3.26,3.56,3.33,0.86,2.3,5.1,3.42,1.73,1.6,0.82,3.32,0.8,1.78,3.88,5.41,,3.85,2.69,1.66,1.06,5.21,2.54,4.03,2.77,2.6,2.53,2.43,6.51,4.33,0.17,3.6
October,,3.44,3.12,3.04,2.25,2.46,4.92,7.73,2.77,3.9,1.76,3.2,0.61,5.75,4.72,5.2,5.04,3.37,4.42,5.82,5.24,1.75,6.86,3.93,5.15,4.49,1.98,2.48,4.12,2.24,3.51,3.46,2.8,4.04,3.99,,0.73,1.1,2.29,3.4,2.26,0.92,3.94,1.45,6.23,2,3.05,2.73,3.19,2.98,3.81
November,,2.54,3.04,3.31,4.03,2.71,2.99,4.12,2.87,2.44,0.69,2.5,2.03,4.31,2.49,3.13,5.08,5.36,5.65,6.12,4.55,4.2,3.22,1.56,2.01,3.89,3.19,1.96,3.67,4.48,5.78,2.58,0.74,2.56,5.08,,4.96,3.6,2,4.86,5.01,7.05,2.82,2.55,5.02,1.56,1.58,1.23,1.88,4.22,5.26
December,,4.25,2.71,3.09,5.71,6.18,2.93,2.14,7.61,6.67,2.74,4.41,5.22,5.4,3.79,3.02,1.37,1.91,2.67,5.69,3.9,1.72,1.49,0.73,4.63,3.89,3.48,3.28,3.37,2.4,2.37,1.06,3.2,1.43,2.73,,3.43,2.76,2.93,4.53,3.37,4.47,3.33,1.39,3.83,3.54,2.01,2.99,3.86,4.51,3
Total,,30.12,37.45,33.41,36.66,35.7,35.07,41.75,44.07,41.12,42.34,29.81,37.64,45.22,45.54,39.99,38.81,47.8,42.43,35.67,39.4,36.63,34.95,21.76,28.71,34.54,31.21,29.16,31.82,31.46,31.31,27.11,25.2,31.06,34.81,,37.3,30.2,30.8,32.03,36,35.59,29.32,23.83,39,24.16,34.5,29.56,37.05,29.27,36.69
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1930 new gauge, 5"", but same site",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
