PENCOED-BRYNNA (LANHARAN SEWAGE WORKS),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SS974821,Long,-3.480423,Lat,51.528458,Elevation,175,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,4065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,,,,,,,2.9,8.31,4.55,7.42,3.25,5.29,1.15,5.19,5.85,6.68,7.5,4.81,4.51,6.03,8.78,5.49,5.14,5.25,4.07,10.78,2.43,2.28,7.4,5.54,1.88,4.48,3.99,6.25,5.63,4.59,6.38,5.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,,,,,,,1.3,0.58,5.82,0.01,3.56,0.72,4.41,2.48,7.98,2.65,3.68,5,4.74,0.56,2.34,2.3,6.19,3.74,1.55,2.55,3.04,8.01,5.56,1.16,3.57,5.97,2.83,0.48,5.5,5.88,0.48,3.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,,,,,,,1.14,2.65,1.11,2.44,3.35,3.04,1.23,3.9,3.19,1.35,2.08,3.19,3.1,3.81,1.26,0.34,2.26,1.47,8.1,1.88,2.55,2.79,5.63,4.76,2.23,4.58,1.85,2.67,6.78,1.01,3.93,2.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,,,,,,,0.44,3.32,3.29,4.39,2.24,3.07,5.91,2.84,4.38,0.35,5.67,3.97,2.21,1.6,1.67,3.9,1.91,2.04,3.29,2.69,3.74,3.49,4.72,3.81,3.81,1.63,3.83,1.62,0.45,1.04,5.15,3.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,,,,,,,3.69,2.39,4.58,5.31,1.66,2.41,1.88,1.45,2.49,4.06,1.25,1.68,2.94,5.79,4.23,4.2,3.88,4.89,2.37,3.67,3.71,2.09,2.76,4.26,3.48,2.63,6.16,1.39,1.9,4.28,1.37,1.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,,,,,,,3.34,1.22,4.64,2.12,2.24,2.27,4.31,3.21,1.57,2.65,2.84,0.57,1.47,0.24,4.07,4.19,5.4,5.82,2.56,4.68,0.82,2.14,0.85,2.94,3.13,6.03,7.19,2.72,1.45,4.44,1.9,2.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,,,,,,,3.39,3.53,6.72,5.4,3.49,1.25,0.96,8.53,4.19,4.9,9.86,5.11,3.6,5.09,4.42,3.33,3.29,2.7,3.96,3.59,1.5,6.72,2.23,2.24,6.22,6.92,0.64,4.81,4.7,5.17,4.01,8.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,,,,,,,5.72,8,4.53,0.69,1.6,6.18,2.09,1.47,0.65,4.48,3.86,0.57,7.21,6.19,5.26,5.1,3.39,7.92,1.47,7.37,4.47,9.72,7.69,7.19,7.39,5.66,1.43,8.61,4.48,6.74,1.57,4.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,,,,,,,1.14,6.14,2.25,7.48,2.24,3.99,8.41,4.19,2.69,2.37,1.26,2.07,0.67,4.25,5.74,5.69,3.53,7.5,2.66,5.69,3.96,9.56,5.25,4.8,6.56,7.63,2.92,5.62,7.39,8.65,0.51,6.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,,,,,,,6.59,7.72,1.84,8.95,5.7,4.4,7.13,2.91,3.33,7.55,4.16,7.02,3.76,6.22,3.84,7.16,5.57,1.04,1.8,7.45,10.77,3.33,2,5.23,3.9,8.56,2.91,1.96,5.67,8.08,7.25,7.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
