"PETERSFIELD SUNWOOD",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,RR4773,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,4.93,4.73,6.15,2.01,3.87,5.38,7.23,,,,,
February,0.76,0.32,4.08,7.09,0.55,6.90,2.68,,,,,
March,3.46,1.57,2.90,2.30,2.25,0.62,0.74,,,,,
April,4.20,1.37,4.40,4.30,4.11,3.90,3.56,,,,,
May,1.47,2.65,1.14,2.51,5.33,5.79,2.68,,,,,
June,2.25,0.11,1.60,0.46,3.55,0.03,3.07,,,,,
July,6.63,0.41,4.55,1.11,5.10,3.78,2.12,,,,,
August,1.83,2.69,2.85,3.43,3.59,5.14,1.45,,,,,
September,2.89,1.03,2.43,2.75,6.25,3.34,0.76,,,,,
October,4.26,0.79,1.36,7.02,5.08,5.30,2.86,,,,,
November,2.22,2.84,2.77,1.62,3.65,4.54,9.43,,,,,
December,4.22,2.36,4.90,4.61,6.38,4.21,0.21,,,,,
Total,39.12,20.87,39.13,39.21,49.71,48.93,36.79,,,,,
Calc annual,39.12,20.87,39.13,39.21,49.71,48.93,36.79,0.00,0.00,0.00,0.00,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NaN,NaN,NaN,NaN,
