"AIGBURTH KELTON",,,,,,,,,,,,
Grid ref,SJ381868,Long,-2.931878,Lat,53.374414,,,,,,,
Station no,2812,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,4.10,1.97,2.02,2.32,2.13,1.23,4.81,1.01,2.04,,,
February,3.63,1.87,1.83,1.91,3.72,1.43,2.21,1.74,2.30,,,
March,1.19,1.62,1.64,3.72,1.64,3.19,2.37,2.07,2.85,,,
April,1.38,2.00,2.17,2.08,1.48,2.27,1.35,1.33,3.22,,,
May,1.91,1.15,4.55,3.09,2.26,0.47,2.51,3.28,2.60,,,
June,2.32,2.14,2.09,1.80,1.66,2.32,1.22,5.48,,,,
July,1.21,2.08,2.16,2.97,1.34,2.68,1.04,2.99,,,,
August,6.18,3.48,2.74,3.83,4.46,3.26,2.60,3.45,,,,
September,0.65,1.42,1.30,5.03,2.29,1.90,1.68,0.69,,,,
October,4.10,3.39,3.52,7.47,1.66,2.76,4.70,3.85,,,,
November,3.20,3.10,2.13,3.50,2.14,3.63,2.09,2.87,,,,
December,2.83,3.44,2.83,1.61,3.05,0.42,3.75,2.16,,,,
Total,32.70,27.66,28.98,39.33,27.83,25.56,30.33,30.92,,,,
Calc annual,32.70,27.66,28.98,39.33,27.83,25.56,30.33,30.92,13.01,0.00,,
Difference,0.00,0.00,-0.00,0.00,0.00,0.00,-0.00,0.00,NaN,NaN,,
