KELTON AIGBURTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SJ384868,Long,-2.9265,Lat,53.3745,Elevation,135,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,2812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940
January,0.77,0.79,2.42,3.34,3.28,1.36,4.14,2.61,1.57,0.7,2.93,1.42,3.3,0.97,1.63,3.59,1.2,1.37,1.63,3.33,4.1,1.97,2.02,2.32,2.13,1.23,4.81,1.01,2.04,,,,,,,,1.41,1.86,1.68,2.99,3.45,3.58,3.7,1.65,2.74,1.46,2.43,3.57,5.23,1.92,4.56,3.22,2.9,1.28,2.07,1.64,4.48,1.91,3.38,,
February,1.2,4,2.16,1.99,2.22,2.21,0.86,0.54,1.07,2.22,0.62,0.1,1.83,2.94,3.32,0.29,1.65,2.21,2.1,1.16,3.63,1.87,1.83,1.91,3.72,1.43,2.21,1.74,2.3,,,,,,,,3.28,1.69,2.4,1.52,2.96,0.18,2.72,3.82,0.61,4.59,2.99,1.46,2.57,1.15,0.23,2.58,0.07,3.05,0.26,2.53,2.36,4.88,0.79,,
March,1.85,3.26,2.12,1.35,2.5,1.73,2.28,1.41,2.46,2.08,2.33,1.11,1.36,0.54,1.64,2.75,3.3,2,0.59,1.66,1.19,1.62,1.64,3.72,1.64,3.19,2.37,2.07,2.85,,,,,,,,1.94,2.9,1.16,5.56,3.59,1.64,1.86,1.29,0.99,0.69,1.01,2.7,1.65,0.46,3.19,0.28,2.01,1.88,1.54,1.11,1.78,1.36,1.04,,
April,1.32,1.57,4.12,1,1.23,1.61,1.42,0.82,1.04,2.87,1.41,1.82,1.53,0.49,1.52,1.84,1.06,2.27,1.58,2.69,1.38,2,2.17,2.08,1.48,2.27,1.35,1.33,3.22,,,,,,,,1.71,1.86,1.45,1.41,4.18,1.24,2.38,2.61,1.79,2.03,0.63,1.81,0.96,1.1,2.46,2.76,3.26,0.87,1.86,2.48,1.29,2.92,0.25,,
May,2.4,3.28,1.23,0.77,1.49,1.52,5.2,2.18,0.61,2.4,1.83,2.8,3.04,1.18,2.05,0.66,0.54,1.33,3.71,2.65,1.91,1.15,4.55,3.09,2.26,0.47,2.51,3.28,2.6,,,,,,,,2.88,3.27,2.89,0.87,3.58,2.36,1.27,3.26,5.77,2.85,3.25,1.22,1.27,1.58,1.03,2.49,4.74,1.43,1.72,1.59,0.72,2.88,2.73,,
June,3.05,2.49,5.82,2.72,1.88,2.53,1.3,1.46,2.18,0.65,2.11,4.32,4.49,1.91,2.06,1.6,2.52,3.31,2.7,2.16,2.32,2.14,2.09,1.8,1.66,2.32,1.22,5.48,,,,,,,,,2.22,2.21,2.17,1.6,2.44,0.27,2.13,0.51,2.64,0.06,1.43,4.39,5.85,1.34,1.65,4.75,0.32,1.87,1.58,3.71,3.25,1.4,2.6,,
July,5.84,2.58,4.01,3.55,3.45,1.92,3.21,1.94,6.62,3.77,2.66,4.58,2.46,2.71,2.69,4.08,2.53,1.1,0.53,2.25,1.21,2.08,2.16,2.97,1.34,2.68,1.04,2.99,,,,,,,,,1.3,1.62,5.14,1.55,5.55,1.23,4.44,3.12,4.49,2.75,3.67,3.1,2.19,2.81,4.77,2.19,4.69,1.75,0.74,2.12,3.04,1.94,3.35,,
August,1.76,5.96,3,2.7,2.38,1.6,1.62,1.73,3.3,5.1,3.76,5.14,4.28,2.49,3.97,2.31,2.93,4.26,4.24,1.85,6.18,3.48,2.74,3.83,4.46,3.26,2.6,3.45,,,,,,,,,2.87,7.12,1.94,4.25,1.81,4.57,3.4,3.67,5.72,3.5,3.02,5.24,3.21,3.5,4.8,6.7,1.56,2.22,3.93,2.27,1.79,2.74,5.05,,
September,3,1.97,2.7,5.62,2.33,4.57,3.16,4.79,0.87,2.71,1.58,3.22,3.52,4.34,0.98,1.26,4.06,4.67,1.05,3.66,0.65,1.42,1.3,5.03,2.29,1.9,1.68,0.69,,,,,,,,,2.55,1.17,6.53,2.34,2.83,1.14,2.83,3.59,3.93,4.42,3.12,6.67,1.49,1.93,2.9,3.55,3.24,0.77,2.38,5.48,3.15,2.03,1.69,,
October,4.53,2.97,3.06,5.21,1.36,6.79,4.45,2.39,1.37,2.83,2.95,3.03,7.45,2.63,3.6,5.69,3.36,1.72,3.8,3.63,4.1,3.39,3.52,7.47,1.66,2.76,4.7,3.85,,,,,,,,,3.69,6.6,2.12,3.17,1.24,2.65,0.48,4.4,4.01,4.41,3.77,2.75,4,4.66,4.85,1.61,6.66,3.46,4.99,4.35,1.9,2.66,4.33,,
