WET SLEDDALE - below Seat Robert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NY515102,Long,-2.7501,Lat,54.4849,Elevation,1560,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,3663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899
January,,,,,,,,10.75,14.5,14.75,15,3.5,18.75,,,,,,,,,0.65,9.05,15.85,15.9,8.05,-999,8.1,4,5.1,17,8.95,,,,,,,,
February,,,,,,,,8,13,18,12.5,10.25,11.75,,,,,,,,,6.65,10.05,8.6,7.5,15.8,-999,5.9,1.3,2.25,1.7,0.25,,,,,,,,
March,,,,,,,,7,12.5,-999,3.75,2,5.5,,,,,,,,,6.15,9.1,3.55,5.9,8.2,-999,1.95,5.05,4,3.25,,,,,,,,,
April,,,,,,,,11.75,6.75,-999,7.25,4,3.75,,,,,,,,,1.5,7,2.65,2.3,4.25,4.95,4,3.9,4.95,2.95,,,,,,,,,
May,,,,,,,,4.75,4.5,3.5,8.25,1.25,3.25,,,,,,,,,9.05,5.4,4.55,7.25,5.65,7.05,3,5,3.6,4.5,,,,,,,,,
June,,,,,,,,6.75,2.5,4,9,-999,8.5,,,,,,,,,7.45,6.25,6.4,1.15,2.2,2.65,0.35,2.65,2.35,4.1,,,,,,,,,
July,,,,,,,,8.5,2.5,5,2.5,-999,5.75,,,,,,,,,6.45,12.6,4.3,6.1,-999,8.85,3.15,9.1,3.45,5.1,,,,,,,,,
August,,,,,,,,6.75,10,3.5,4.75,-999,7.25,,,,,,,,,9.3,5.6,5.7,1.2,-999,4.6,4.05,4.05,5,7.1,,,,,,,,,
September,,,,,,,,5.75,4.25,25.25,8.5,-999,9.5,,,,,,,,5.9,4.3,4.05,7.3,7.8,8.45,10.5,7,0.75,1.95,-999,,,,,,,,,
October,,,,,,,7.75,9.5,16,5,16,7.25,6.25,,,,,,,,1.9,3.75,6.45,10.3,4.25,8.4,9.3,4.1,12.5,9.1,-999,,,,,,,,,
November,,,,,,,10.5,1.75,7.5,9.25,8.5,2.5,8.25,,,,,,,,12.1,15.7,9.3,10.6,6.45,5.7,8.9,5.95,11.05,3.4,-999,,,,,,,,,
December,,,,,,,15.75,5.75,14.75,19.5,5,7.75,7.25,,,,,,,,6.3,15,8,6.2,16,5.85,9.5,8,11,7.05,0.35,,,,,,,,,
Total,,,,,,,,87,108.75,113.75,101,63.25,95.75,,,,,,,,,85.95,92.85,86,81.8,81.45,83.4,55.55,70.35,52.2,63.15,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869 Mar/Apr=6.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1871 June/July=13.00; Aug/Sept=11.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Records notes 1871 gauge suspected of leaking, the amount being so low.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1885 July/Aug=8.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1886 Jan/Feb/Mar=17.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1890 Sept/Oct/Nov=17.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
