WALTHAM ABBEY, GUNPOWDER FACTORY,,,,,,,,,,,,
,,,,,,,,,,,,
Station no,1238,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,1.94,1.81,2.65,0.95,2.47,1.73,2.28,1.33,2.58,1.28,1.89,
February,0.29,0.25,1.74,2.77,0.59,2.26,2.69,3.21,1.36,0.44,0.59,
March,1.22,0.75,1.38,1.71,1.04,0.63,0.23,2.05,1.86,0.02,1.57,
April,3.16,1.30,2.16,1.11,3.20,1.67,2.80,1.57,0.73,1.37,1.68,
May,1.60,0.70,0.78,1.45,2.90,1.75,1.36,1.03,1.85,1.39,3.15,
June,1.63,0.44,1.09,0.53,2.95,0.06,3.05,2.98,2.37,1.11,1.79,
July,4.35,0.19,3.07,2.48,3.28,2.62,2.06,2.62,1.49,1.83,1.90,
August,1.16,1.30,2.11,1.62,2.18,2.36,1.86,3.71,1.78,1.26,2.32,
September,2.38,2.04,1.56,1.38,2.24,2.39,1.48,4.55,0.58,0.33,3.03,
October,1.13,1.00,1.02,4.31,3.09,2.17,2.56,1.99,3.27,3.22,1.10,
November,0.64,2.00,0.99,1.67,2.25,1.40,3.59,2.17,2.09,4.60,3.54,
December,1.94,1.06,2.01,1.90,2.17,1.80,0.33,2.96,2.37,4.81,2.23,
Total,21.44,12.84,20.56,21.88,28.36,20.84,24.29,30.17,22.33,21.66,24.79,
Calc annual,21.44,12.84,20.56,21.88,28.36,20.84,24.29,30.17,22.33,21.66,24.79,
Difference,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,
