"BUXTON (STANLEY MOOR)",,,,,,,,,,,,
Grid ref,SK041712,Long,-1.940029,Lat,53.237815,,,,,,,
Station no,2678,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,5.11,6.56,2.87,5.09,3.46,8.38,4.45,5.80,4.71,7.15,,
February,5.08,2.82,1.75,4.21,2.84,1.37,3.72,8.76,0.86,5.51,,
March,7.74,3.84,3.09,3.95,3.22,2.00,5.54,2.32,2.99,2.25,,
April,3.67,5.20,4.41,1.17,3.49,2.80,0.64,2.43,4.99,3.05,,
May,2.91,2.88,2.79,4.08,5.47,1.49,2.86,4.72,0.90,2.35,,
June,2.22,4.04,4.04,4.74,4.39,3.79,2.99,8.55,2.15,3.49,,
July,3.58,3.84,6.91,7.82,1.61,7.63,7.97,7.09,4.56,8.90,,
August,6.28,3.26,6.14,7.50,1.53,12.76,6.97,4.90,0.96,5.41,,
September,3.76,5.65,4.36,7.29,3.80,5.45,13.11,7.45,0.24,5.83,,
October,1.43,6.00,2.77,9.99,4.49,4.25,5.66,5.77,4.71,7.26,,
November,11.99,3.98,3.75,9.19,3.58,2.68,2.87,2.17,5.64,7.55,,
December,7.44,4.79,2.70,9.37,6.24,6.51,7.81,5.87,9.15,6.57,,
Total,61.21,52.86,45.58,74.40,44.12,59.11,64.59,-999.00,41.86,65.32,,
Calc annual,61.21,52.86,45.58,74.40,44.12,59.11,64.59,65.83,41.86,65.32,,
Difference,0.00,0.00,-0.00,0.00,-0.00,0.00,0.00,-1064.83,0.00,0.00,,
