LEEK (MERMAID INN),,,,,,,,,,,,
Grid ref,SK038605,Long,-1.944647,Lat,53.141636,,,,,,,
Station no,2373/8,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,,,,,,,2.90,4.65,4.50,7.00,,
February,,,,,,,2.90,7.40,1.35,3.20,,
March,,,,,,,4.75,2.45,2.60,2.25,,
April,,,,,,,0.40,2.00,3.30,2.50,,
May,,,,,,,1.75,4.50,0.50,2.30,,
June,,,,,,,2.75,6.65,2.05,2.50,,
July,,,,,,6.50,6.55,6.55,2.90,5.80,,
August,,,,,,9.45,6.50,4.40,0.30,5.60,,
September,,,,,,4.30,10.45,6.55,0.30,5.10,,
October,,,,,,3.35,3.80,5.65,3.80,7.70,,
November,,,,,,2.35,2.35,2.00,5.50,6.10,,
December,,,,,,4.85,4.95,4.50,7.20,4.60,,
Total,,,,,,,50.05,57.30,34.30,54.65,,
Calc annual,0.00,0.00,0.00,0.00,0.00,30.80,50.05,57.30,34.30,54.65,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,-0.00,0.00,-0.00,-0.00,,
