REIGATE-RINGLEY-MEAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,TQ266501,Long,-0.1871,Lat,51.2362,Elevation,345,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR1485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,,,,,,,3.01,,1.05,3.02,3.32,3.38,2.54,4.42,2.43,1.1,1.72,3.58,3.13,0.65,2.54,4.23,2.38,1.11,2.37,0.91,3.44,4.09,1.66,0.97,2.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,,,,,,,3.74,,3.91,2.87,4.33,2.12,3.58,0.46,0.76,1.21,2.85,0.85,0.07,1.41,4.08,2.17,0.27,0.47,2.99,1.38,3.22,5.06,1.94,1.27,1.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,,,,,,,0.79,,2.87,1.34,0.94,1.94,1.76,2.03,1.96,4.12,2.7,2.82,2.15,1.5,0.9,1.61,1.89,3.81,4.63,1.98,0.82,0.82,2.45,2.08,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,,,,,,,2.95,,0.73,2.72,1.32,1.64,1.66,1.79,1.99,2.14,2.71,2.57,0.71,1.46,0.05,2.04,2.02,0.96,1.89,1.17,3,1.37,2.29,1.05,2.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,,,,,,,4.29,,1.82,1.46,1.98,0.6,3.4,4.46,1.84,1.04,2.35,1.63,2.4,1.47,0.93,1.73,0.58,0.26,1.38,3.47,1.35,1.3,1.24,2.7,2.88,2.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,,,,,,,5.02,,2.25,2.82,1.86,1.75,1.8,1.12,0.65,4.25,0.67,3.05,1.78,4.38,0.88,2.69,0.41,2.89,2.1,1.49,0.97,2.61,1.75,4.12,5.41,1.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,,,,,,,4.61,,1.47,3.2,2.96,1.54,0.23,3.14,0.65,6.52,2.25,4.85,4.41,2.13,3.28,5.08,5.55,1.47,1.28,0.92,0.65,1.35,1.97,2.03,3.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,,,,,,,5.48,,6.16,1.75,1.51,1.18,1.03,1.54,2.57,1.7,3.18,2.97,4.2,3.61,0.7,2.61,2.92,2.65,3.23,1.22,0.81,2.96,2.26,3.53,4.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,,,,,,1.49,4,,3,3.03,4.45,2.47,5.06,2.23,2.81,0.84,0.99,1.1,1.18,2.31,1.67,2.05,0.45,8.17,2.64,0.47,2.8,1.47,1.8,0.75,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,,,,,,3.42,1.07,,2.69,6.01,2.68,1.31,4.35,3.48,1.69,1.68,5.35,1.35,7.02,3.82,3.99,3.83,3.46,4.63,0.64,3.72,2.36,2.15,2.79,2.54,7.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
November,,,,,,,,,4.46,1.32,,5.6,2.94,4.64,1.61,3.43,4.07,4.77,4.35,1.02,2.4,3.8,2.93,3.04,4.84,5.71,1.73,1.37,4.06,5.54,3.24,0.9,2.58,2.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December,,,,,,,,,1.38,1.14,,4.14,2.91,0.71,3.34,1.51,4.04,1.88,1.71,2.07,0.74,4.7,2.11,3.28,2.5,2.98,4.31,3.8,3.01,1.53,3.5,4.88,1.56,2.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
