"REIGATE RINGLEY MEAD",,,,,,,,,,,,
Grid ref,TQ264492,Long,-0.191134,Lat,51.228002,,,,,,,
Station no,RR1485,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,4.09,1.66,0.97,2.75,,,,,,,,
February,5.06,1.94,1.27,1.97,,,,,,,,
March,0.82,2.45,2.08,3.40,,,,,,,,
April,1.37,2.29,1.05,2.23,,,,,,,,
May,1.30,1.24,2.70,2.88,2.76,,,,,,,
June,2.61,1.75,4.12,5.41,1.72,,,,,,,
July,1.35,1.97,2.03,3.35,,,,,,,,
August,2.96,2.26,3.53,4.06,,,,,,,,
September,1.47,1.80,0.75,3.20,,,,,,,,
October,2.15,2.79,2.54,7.44,,,,,,,,
November,3.24,0.90,2.58,2.93,,,,,,,,
December,3.50,4.88,1.56,2.36,,,,,,,,
Total,29.92,25.93,25.18,41.98,,,,,,,,
Calc annual,29.92,25.93,25.18,41.98,4.48,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,0.00,0.00,0.00,NaN,NaN,NaN,NaN,NaN,NaN,,
