"WATNALL (CUTTING SITE)",,,,,,,,,,,,
Grid ref,SK506454,Long,-1.247422,Lat,53.003535,,,,,,,
Station no,2617/3,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.14,2.22,0.87,1.50,2.51,3.74,,,,,,
February,3.08,0.56,2.10,2.40,1.91,0.62,,,,,,
March,3.68,2.62,0.98,2.40,2.34,0.69,,,,,,
April,2.09,1.87,2.31,0.27,1.27,1.80,,,,,,
May,2.91,2.76,2.25,3.10,3.21,0.62,,,,,,
June,1.78,3.14,3.50,3.86,3.71,3.09,,,,,,
July,0.69,1.49,2.92,1.62,1.04,3.38,,,,,,
August,5.11,2.51,2.00,4.78,0.66,5.98,,,,,,
September,1.39,1.88,1.36,3.15,0.72,2.72,,,,,,
October,0.83,3.67,2.09,3.41,1.56,1.28,,,,,,
November,5.70,1.70,1.72,5.03,1.93,0.77,,,,,,
December,1.84,2.40,0.82,2.36,2.10,2.70,,,,,,
Total,31.24,26.82,22.92,33.88,22.96,27.39,,,,,,
Calc annual,31.24,26.82,22.92,33.88,22.96,27.39,0.00,0.00,0.00,0.00,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,NaN,NaN,NaN,NaN,,
