LYDBURY-NORTH-TOTTERTON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SO360874,Long,-2.943798,Lat,52.480754,Elevation,700,ft.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,2273/4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,,,,,1.87,0.63,0.96,4.75,3.24,2.46,1.75,2.74,4.91,1.02,2.4,0.71,5.01,3.87,2.62,1.67,2.93,3.44,0.73,4.21,1.83,1.15,1.46,2.12,0.46,2.6,3.63,1.07,4.4,1.52,,,1.81,3.36,2.51,4.49,1.17,2.3,2.54,2.96,2.98,4.1,1.07,4.58,1.64,3.73,2.3,3.28,1.1,4.25,4.47,4.74,5.72,3.03,4.03,3.52,5.95,2.41,2.24,3.73,2.48,6.18,1.66,0.74,2.62,2.92,0.74,2.33,2.19,4.27,1.03,2.78,3.72,4.95
February,,,,,,,,0.84,1.02,1.5,0.78,0.05,1.52,4.18,2.7,0.11,0.58,2.3,1.93,4.14,3.94,1.29,0.95,2.61,4.78,-999,2.72,1.73,1.78,0.91,2.7,1.74,1.27,1.62,2.68,3.96,3.33,,,4.81,1.7,0.43,3.35,5.68,0.44,3.41,1.83,2.39,2.17,0.76,0.7,2.96,0.29,3.43,0.29,2.8,2.32,5.25,0.68,2.27,2.76,3.78,0.57,1.65,1.28,2.01,3.59,-999,1.55,1.04,5.11,3.45,0.8,2.18,2.97,1.55,0.3,2.6,4.26,0.23,3.28
March,,,,,,,,1.49,2.81,2.28,2.01,1.19,1.18,0.82,2.03,1.86,3.27,4,0.97,1.24,1.29,3.59,1.84,4.81,1.7,-999,1.8,1.65,3.59,2.58,0.97,1.23,3.78,5.48,2.97,0.49,3.74,,,3.73,3.39,1.79,2.95,1.71,1.22,0.96,0.54,2.42,2.29,0.27,3.08,0.37,2.58,2.39,2.41,0.98,2.84,2.6,0.38,2.06,1.4,2.58,2.13,1.05,0.65,1.11,1.08,-999,1.5,1.81,1.1,4.43,1.48,1.65,1.91,3.68,1.44,2.24,1.34,2.51,1.97
April,,,,,,,,1.41,1.81,6.27,1.31,2.66,1.02,0.32,1.95,2.57,1.3,2.48,1.77,3.08,1.47,2.25,2.57,1.87,1.61,3.29,1.09,2.75,2.62,2.41,2.06,1.06,0.21,4.33,1.16,1.38,1.21,,,1.13,4.21,0.98,3.68,2.28,3.43,1.84,2.58,1.71,1.35,0.76,3.28,3.19,3.41,0.82,2.83,4.39,2.6,1.87,0.16,2.35,3.61,1.48,1.58,1.75,1.4,1.61,1.66,2.41,2.12,2.31,2.82,2.07,1.75,2.7,0.53,1.06,2.01,0.25,0.46,2.89,2.02
May,,,,,,,,1.94,1.07,4.62,2.84,4.46,2.56,2.57,3.45,0.87,0.34,1.19,4.11,1.77,2.4,1.39,3.36,3.5,2.68,0.93,2.33,2.88,1.68,0.92,1.84,0.97,1.65,3.26,1.08,3.01,3.53,,,1.22,2.12,1.62,1.05,2.27,4.68,3.26,2.12,1.18,1.19,2.18,1.89,4.87,4.41,1.84,2,0.74,0.83,1.67,2.54,1.05,2.2,2.63,4.47,3.28,1.33,3.42,2.28,2.47,2.2,2.73,1.27,2.95,2.57,1.8,2.94,4.28,0.6,1.57,2.44,1.49,1.87
June,,,,,,,,1.24,3.7,0.44,1.16,2.82,2.34,1.78,2,2.27,2.51,0.72,1.6,2.93,2.76,2.47,2.33,1.95,1.03,-999,2.16,3.12,2.31,3.16,2.49,3.09,4.16,1.24,1.43,2.49,1.85,,,0.89,2.83,0.59,0.99,0.57,2.25,0.12,1.74,4.34,4.1,2.31,0.91,3.95,0.98,2.04,1.55,3.28,3.64,,2.76,1.34,1.22,1.97,0.93,2.01,1.53,2.83,3.09,1.79,3,0.59,1.47,0.7,2.25,2.33,3.53,4.22,1.47,1.57,4.32,1.6,1.92
July,,,,,,,,1.58,5.71,3.92,2.08,2.25,1.62,3.04,3.57,2.32,2.57,0.86,1.1,1.22,2.85,4.05,1.81,2.64,3.64,-999,0.84,4.58,2.84,2.36,2.5,0.92,2.6,0.72,4.52,1.9,1.48,,,2.71,4.62,0.98,4.02,2.63,4.42,2.12,2.65,3.17,1.41,2.31,3.74,2.85,4.47,2.19,2.3,0.66,4.33,2.87,2.98,7.24,3.38,2.61,2.27,1.22,2.05,3.36,2.24,3.38,1.32,2.56,3.58,1.47,1.32,2.7,2.17,0.83,2.95,4.68,3.65,2.02,3.21
August,,,,,,,,2.28,4.41,2.87,4.06,4.94,2.23,1.88,3.95,3.99,1.46,4.02,2.11,1.55,4.6,1.34,4.87,4.46,3.31,4.88,1.78,3.22,4.01,1.93,3.81,1.59,6.52,1.69,3.16,4.62,2.32,,,2.45,1.08,3.42,2.15,2.75,3.5,4.04,2.67,5.69,3.53,1.75,3.51,5.44,1.38,1.01,2.49,1.12,0.64,1.1,3.17,1.75,0.32,4.6,2.26,2.02,2.35,5.17,5.8,0.45,3.09,1.18,4.63,3.71,4,2.88,3.82,0.87,3.75,8.74,2.56,1.03,4.15
September,,,,,,,,2.81,0.37,1.72,1.1,2.69,2.34,1.62,2.06,1.15,5.58,2,0.89,3.05,0.96,1.59,1.86,4.09,1.68,1.42,0.71,0.63,2.38,2.95,0.46,2.3,0.78,2.25,1.09,0.86,0.97,,,1.79,2.18,0.77,2.16,2.2,4.09,2.62,1.72,3.37,1.31,1.55,3.88,2.31,2.38,0.79,2.36,5.23,3.05,2.54,1.27,0.77,1.47,1.15,2.19,3.49,3.33,2.91,4.44,1.37,2.85,1.8,4.6,2.39,2.61,2.99,2.05,1.04,3.64,5.15,7.19,0.01,3.59
October,,,,,,,5.2,2.08,1.55,3.63,2.02,7.3,2.58,3.22,4.05,3.68,4.07,1.29,5.34,2.64,3.48,2.51,2.69,7.48,0.86,2.1,4.54,6.11,1.82,3.34,3.79,2.38,3.11,6.21,2.01,2.55,5.31,,,1.71,3.13,1.8,1.02,5.29,4.22,3.59,5.02,2.54,4.43,3.59,3.19,0.88,5.23,4.83,2.32,3.86,1.88,3.58,4.39,2.9,3.87,2.36,1.91,4.15,3.68,4.28,1.32,0.36,2.4,,-999,0.82,5.22,2.93,3.36,2.1,1.81,1.63,3.46,3.82,6.71
November,,,,,,,1.99,2.74,7.02,1.3,4.41,2.75,2.43,2.03,3.57,5.42,1.05,1.98,2.25,2.28,3.02,1.84,2.75,2.16,1.6,3.29,3.9,2.68,2.1,0.93,3.92,3.41,2.14,2.9,4.05,2.62,2.29,,,1.75,0.74,2.68,1.29,1.9,2.54,2.09,2.83,3.97,3.94,5.65,3.13,5.08,1.95,0.74,1.5,5.8,4.43,1.57,5.37,5.93,8.16,2.99,0.95,2.69,4.46,0.41,5.46,2.25,1.71,3.54,-999,6.7,2.74,2.19,7.18,2.98,1.22,2.8,2.22,4.06,5.7
December,,,,,,,3.86,3.03,3.03,2.18,1.45,5.04,1.65,4.58,2.92,2.82,4.83,4.18,2.5,2.66,4.32,4.53,2.57,2.7,2.46,0.57,2.53,3.08,2.2,3.75,5.73,4.75,3.5,1.5,5.91,5.44,1.7,,,3.8,2.81,2.5,4.1,1.71,3.92,3.03,0.74,2.11,1.97,6.09,3.38,1.15,1.82,0.73,5.87,3.73,3.65,2.98,3.59,1.98,1.51,1.64,3.66,1.5,2.32,3.57,2.53,3.38,6.14,2.97,2.62,2.79,3.17,1.3,2.48,3.68,3.21,2.3,2.63,6.19,4.16
Total,,,,,,,,23.31,33.13,31.69,27.97,39.39,23.93,27.79,34.99,31.97,28.58,27.42,25.28,31.57,34.96,29.47,29.27,41.2,28.79,26.53,28.61,34.26,28.48,26.7,32.39,23.9,32.32,34.83,31.13,33.72,29.25,,,27.8,32.17,20.07,31.25,30.16,37.01,29.62,27.4,35.87,31.79,28.29,35.27,34.69,32.63,23.11,29.2,33.69,34.46,,32.03,35.36,32.93,31.82,26.44,30.76,26.79,32.92,37.22,29.13,34.06,,34.15,34.1,30.83,26.39,35.27,28.48,26.67,34.56,37.31,29.57,43.53
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NOTES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dec 1890 readings has 1 inch added for snow, the reading has been left in this record",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 1905 Feb/Mar combined reading is 5.04, Jun/Jul combined reading is 4.28, these monthly readings changed to -999.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"June 1937 reading in brackets, hence reading removed along with annual total",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Feb/Mar 1947 readings apportioned, total is 8.79. Also Oct/Nov 1950 combined reading of 7.29 noted as apportioned",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Oct 1949 reading in brackets, hence reading removed along with annual total",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
