HAYFIELD-DIMPUS-CLOUGH-OLD-SITE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SK066849,Long,-1.9022917,Lat,53.360935,Elevation,1450,ft.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,2643/6/3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940
January,,,,3.28,4.07,2.85,4.8,1.7,3.62,1.9,3.6,1.43,3.64,3.94,3.57,3.87,2.35,2.3,2.72,4.46,4.2,4.9,4.42,5.33,3.28,3.57,4.82,3.32,8.77,2.38,4.6,7.37,5.97,2.96,3.8,,,,,,
February,,,,3.77,3.52,2.3,2.9,2.12,4.1,3.07,4.1,4.09,1.49,1.49,2.87,4.15,5.03,1.13,5.09,1.53,4.11,0.71,5.85,5.51,1.21,6.74,4,2.59,5.11,1.02,0.6,5.57,0.22,5.27,0.29,,,,,,
March,,,3.54,4.97,2.24,4.47,3.34,3.48,4.46,3.03,0.96,2.2,4.64,3.2,5.32,2.53,2.02,2.1,2.29,4.62,2.72,2.65,2.03,2.24,1.05,2.26,2,5.01,2.49,0.98,2.53,0.27,2.88,3.11,3.16,,,,,,
April,,,2.48,2.65,2.52,3.1,1.83,2.16,2.54,2.84,4.68,2.49,1.18,4.49,1.69,0.73,3.29,1.24,1.98,2.2,5.45,1.78,2.83,3.5,2.46,2.31,2.18,3.63,1.27,,2.67,4.76,4.54,1.8,3.02,,,,,,
May,,,3.8,2.57,2.26,1.14,4.82,4.54,3.25,2.4,2.88,1.91,2.78,2.87,3.13,1.27,2.55,1.42,3.77,1.72,6.35,2.02,1.07,3.95,6.01,4.14,3.57,1.49,1.08,2.75,2.49,2.52,4.53,1.92,2.92,,,,,,
June,,,2.04,1.28,1.12,2.68,1.85,7.12,2.04,3.34,3.45,3.7,5.05,2.81,3.02,2.01,4.1,2.44,2.27,2.45,3.9,0.37,2.71,1.59,2.96,0.38,3.36,6.68,4.62,,3.05,6.28,0.98,3.32,2.53,,,,,,
July,,,2.85,3.5,1.81,2.47,2.61,3.48,4.8,6.25,6.59,0.63,5.5,1.56,4.8,3.97,2.4,1.65,4.9,3.3,5.21,1.4,5.46,5.18,5.13,2.28,3.4,3.07,2.87,4.11,7.42,5.68,5.05,3.06,3.73,,,,,,
August,,,4.05,5.27,4.68,4.8,3.38,5.37,3.99,3.3,6.98,3.13,7.98,2.4,4.26,3.05,3.16,6.45,4.32,4.55,2.47,4.19,5.57,4.81,7.17,3.54,4.77,6,6.32,4.87,7.04,6.6,1.48,2.05,3.34,,,,,,
September,,,1.25,5.8,1.76,2.71,1.91,0.81,3.68,3.75,0.5,3.01,3.06,1.56,3.4,0.76,2.62,2.5,10.69,2.98,2.82,1.3,4.73,6.91,5.45,4.93,3.38,7.65,0.84,2.22,5.09,5.58,3.97,0.88,3.88,,,,,,
October,,,5.05,8.95,1.62,3.93,6.41,5.83,1.4,6.25,2.68,3.18,3.45,2.95,3.2,1.78,6.67,5.3,3.06,2.95,2.85,2.51,1.8,5,6.07,6,,4.06,6.2,5.85,7.24,2,8.63,5.75,6.87,,,,,,
November,,,2.8,4.03,3.45,5.2,4.35,3.42,3.6,1.79,4.47,4.25,2.74,3.68,3.68,0.55,3.8,3.95,2.4,3.4,1.23,2.54,3.75,5.32,3,,5.22,4.99,7.25,8.54,5.32,5.7,3.49,2.73,2.35,,,,,,
December,,,3.8,2.35,2.37,0.81,4,3.45,3.45,6.95,6.66,7.55,5.35,2.53,7.35,6.25,3.18,2.17,7.4,7.95,3.63,5.61,3.59,5.08,4,3.17,2.81,1.2,2.58,8.17,4.11,2,1.64,0.43,6.68,,,,,,
Total,,,,48.42,31.42,36.46,42.2,43.48,40.93,44.87,47.55,37.57,46.86,33.48,46.29,30.92,41.17,32.65,50.89,42.11,44.94,29.98,43.81,54.42,47.79,,,49.69,49.4,,52.16,54.33,43.38,33.28,42.57,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGR is based on the note that the gauge moved 290 yards NW to new site but the direction is closer to N to match distance and altitude. NGR could be upto 200m E or ENE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
