"WESSENDEN, HOLLY BANK MOSS",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,3188,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,3.21,5.41,2.50,4.48,2.39,2.47,2.88,1.90,7.46,0.39,7.77,
February,4.38,0.53,4.13,4.75,0.75,4.67,2.19,1.17,2.90,0.36,1.24,
March,2.78,3.36,3.03,2.42,1.15,1.24,0.53,3.33,1.61,0.87,3.39,
April,6.87,1.82,3.86,2.82,1.95,1.64,2.18,2.59,0.97,1.05,3.57,
May,4.97,2.71,1.64,3.85,5.47,3.57,3.41,0.97,1.92,2.33,2.82,
June,3.51,0.36,3.00,0.62,1.37,0.02,2.49,3.11,5.03,1.07,3.35,
July,8.66,1.52,5.17,3.17,3.13,1.91,2.97,2.57,1.01,2.50,8.27,
August,2.40,6.27,6.66,3.52,2.40,3.30,3.35,5.63,3.26,4.11,4.54,
September,2.03,0.99,5.62,2.94,4.20,2.79,2.44,5.13,0.51,1.90,5.00,
October,2.27,2.55,1.37,3.68,4.58,3.84,2.53,3.24,4.61,5.78,6.46,
November,1.57,2.49,2.74,3.73,1.75,2.06,3.83,4.91,4.84,9.52,6.00,
December,3.98,6.06,3.80,2.86,4.39,2.53,1.15,0.91,1.88,9.26,3.78,
Total,46.63,34.07,43.52,38.84,33.53,30.04,29.95,35.46,36.00,39.14,56.19,
Calc annual,46.63,34.07,43.52,38.84,33.53,30.04,29.95,35.46,36.00,39.14,56.19,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,-0.00,0.00,-0.00,
