CARNBEE (OVENSTONE W.W.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NO5389305112,Long,-2.7454,Lat,56.2363,Elevation,168,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,5487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,,,,,0.87,0.75,3.75,4.43,1.4,0.85,4.38,2.14,0.29,1.78,0.62,1.98,1.44,1.44,0.73,1.76,2.5,1.49,1.78,1.78,2.22,1.85,3.71,1.62,3.13,2.02,1.14,2.53,1.2,2.78,1.17,3.79,1.34,1.43,2.56,1.31,,1.09,1,4.02,2.7,3.32,4.12,1.35,2.29,3.68,3.36,1.34,3.74,1.11,2.19,5.24,1.4,,3.85,0.92,0.85,1.28,1.34,2.17,2.79,1.54,0.84,3.44
February,,,,,,,,0.82,0.6,2.09,2.91,1.53,1.24,2.99,5.07,0.84,0.6,0.96,0.51,0.94,2.05,1.17,1.86,0.58,1.72,2.93,2.39,0.58,2.23,2.12,1.25,0.34,1.97,3.02,0.7,3.46,3.18,1.15,0.9,1.31,0.85,1.25,0.27,,0.03,1.75,3.15,2.94,0.65,2.42,0.86,3.92,2.37,0.89,0.89,2.27,0.75,0.99,2.33,1.96,,1.9,0.83,0.63,1.59,2.26,1.52,3.54,2.41,0.39,1.46
March,,,,,,,,2.32,0.43,1.54,1.51,1.72,1.37,2.19,1.52,2.59,1.1,1.77,3.12,3.21,0.89,0.77,1.97,3.03,3.36,1.1,2.78,0.72,0.86,1.12,1.83,2.08,1.94,1.19,0.98,1.87,0.75,1.85,1.99,0.24,1.4,0.95,2.46,,3.45,1.36,2.61,2.06,0.84,2.75,3.32,2.86,1.9,1.03,0.46,1.17,2.71,4.77,0.56,1.56,,2.71,1.88,0.29,1.79,1.95,0.95,2.48,4.57,0.74,1.56
April,,,,,,,,1.07,2.15,3.43,1.26,1.73,1.54,0.75,1.56,1.69,1.2,1.38,1.02,3.53,2.11,0.75,0.12,1.99,0.72,0.66,2.26,1.15,0.65,1.95,1.28,0.68,1.45,1.89,1.2,3.11,1.61,0.77,0.71,1.25,1.77,1.26,1.3,,3.96,3.02,0.69,1.43,0.08,0.96,1.64,1.92,1.16,1.32,2.31,1.47,0.5,2.28,1.88,0.98,,2.23,2.11,2.36,1.25,0.85,1,1.15,1.92,2.54,1.11
May,,,,,,,,1,2.16,4.09,1.7,2.19,2.28,0.79,3.01,1.9,5.82,3.41,1.53,2.2,1.5,0.88,1.61,2.41,1.99,0.92,3.72,1.56,3.81,0.87,2.67,2.73,1,1.11,4.14,3.38,1.44,1.84,0.98,1.66,1.18,2.87,2.12,,1.79,1.05,1.29,2.66,4.29,0.98,1.6,1.9,2.89,3.99,1.68,3.76,1.85,4.34,2.84,1.87,,2.61,1.94,1.8,2.71,2.12,0.83,1.26,1.92,0.5,1.55
June,,,,,,,,4.98,1.38,1.61,1.86,2.12,2.18,2.23,1.32,0.9,1.63,3.63,1.05,1.36,1.13,1.3,3.4,1.65,0.66,1.76,3.17,0.96,0.52,2.01,0.65,0.43,1.53,0.87,1.91,0.65,2.72,2.14,3.72,1.4,1.59,4.17,0.85,,2.27,3.83,1.4,2.26,2.87,1.63,0.44,0.97,0.93,2.05,2.48,2.11,2.51,2.84,3.81,1.2,,2.22,2.57,0.65,2.38,1.01,2.56,0.94,3.01,2.95,1.75
July,,,,,,,,1.74,0.88,2.23,3.78,0.93,3.51,5.9,1.87,2.16,1.43,2.63,2.37,4.37,2.92,1.16,1.97,0.75,2.1,3.02,5.06,1.39,3.4,0.87,2.51,2.08,3.54,1.07,4.62,1.33,2.46,2.98,1.19,3.46,1.94,4.27,2.2,3.44,2.63,1.05,3.79,3.66,4,3.18,6.45,2.94,2.94,3.06,2.25,3.29,3.7,1.25,1.84,3.02,3.53,3.41,2.44,3.36,1.84,1.9,4.65,7.4,6.06,3.03,3.03
August,,,,,,,,3.62,3.53,0.65,3.85,4.53,2.16,4.35,4.57,3.04,5.4,3.4,2.69,2.2,5.6,1.15,4.3,1.48,1.93,3.7,3.05,4.29,1.27,1.76,3.71,3.64,1.67,3.81,2.48,2.12,1.69,4.91,4.04,4.47,4.68,2.72,0.41,1.44,3,1.66,1.73,4.06,1.48,1.97,1.13,2.8,2.3,5.26,2.92,3.47,2.99,0.34,6.65,2.56,3.03,4.11,3.58,2.33,3.26,0.48,5.98,4,3.87,0.39,2.61
September,,,,,,,,1.8,2.14,4.22,2.1,1.59,1.38,2.3,2.1,1.75,0.89,0.96,3.78,1.12,1.24,0.94,2.67,1.91,0.49,1.8,1.05,1.41,3.85,1.61,1.67,1.26,2.27,2.43,3.94,2.87,3.91,4.1,2.07,0.68,3.67,1.14,2.05,1.37,2.99,3.34,3.65,1.82,3.42,1.48,2.33,1.24,2.52,2.39,3.72,3.31,3.45,1.41,2.53,1.17,6.72,1.52,1.65,2.3,2.79,1.21,4.34,1.68,2.14,0.66,2.07
October,,,,,,,,1.47,4.32,1.19,4.69,1.75,1.47,5.83,0.87,2.13,5.56,5.71,2.17,3.38,2.39,1.93,3.19,1.45,1.96,2.48,4.21,2.62,2.54,2.41,1.53,3.03,2.29,1.8,3.56,2.05,4.02,3.42,2.68,1.63,2.33,0.78,4.04,2.65,2.27,4.88,1.41,3.27,4.24,2.5,3.14,3.2,1.9,2.67,2.69,4.23,0.84,1.37,4.01,4.58,2.04,0.36,1.9,1.49,7.28,1.64,1.32,1.99,1.45,1.73,3.5
