"DONHEAD ST MARY CHARLTON HOUSE",,,,,,,,,,,,
Grid ref,ST902222,Long,-2.141029,Lat,50.999106,,,,,,,
Station no,RR2990,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,4.43,3.10,1.15,3.21,4.86,1.33,7.53,0.98,1.63,,,
February,6.94,2.12,2.02,1.96,5.33,0.96,2.94,1.99,1.74,,,
March,1.61,2.92,2.48,4.10,2.06,5.20,1.62,0.87,4.03,,,
April,2.14,2.51,2.41,3.54,1.44,2.27,1.43,5.37,2.81,,,
May,2.41,1.77,2.69,3.72,3.47,0.51,4.80,1.98,2.54,,,
June,4.07,1.14,3.55,2.82,0.88,3.16,2.78,2.42,0.54,,,
July,1.40,1.37,2.01,3.19,2.65,0.48,1.23,1.29,2.04,,,
August,3.18,2.64,4.69,4.72,3.32,4.90,1.56,2.50,3.35,,,
September,0.79,3.40,1.25,3.23,2.37,1.44,0.84,0.68,2.34,,,
October,3.01,3.15,3.10,8.99,2.94,2.27,6.47,9.28,2.01,,,
November,4.21,0.94,4.93,2.15,1.97,4.88,4.16,3.54,1.44,,,
December,6.26,7.24,2.13,3.79,3.73,1.00,2.51,5.01,3.46,,,
Total,40.45,32.30,32.41,45.42,35.02,28.40,37.87,35.91,27.93,,,
Calc annual,40.45,32.30,32.41,45.42,35.02,28.40,37.87,35.91,27.93,0.00,,
Difference,0.00,0.00,-0.00,0.00,0.00,-0.00,0.00,0.00,-0.00,NaN,,
