"MARPLE AQUEDUCT",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,RR136,,,,,,,,,,,
,,,,,,,,,,,,
,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,,
January,2.30,0.31,2.20,4.62,1.37,2.48,3.40,3.15,2.67,2.88,,
February,0.69,1.99,0.80,0.91,3.23,2.52,2.95,2.86,1.89,3.78,,
March,5.34,6.39,3.93,0.81,1.74,1.83,1.85,1.08,3.57,1.20,,
April,1.18,1.48,2.85,1.65,1.15,1.43,0.59,4.53,1.88,2.00,,
May,4.52,1.10,4.75,1.70,2.72,2.97,1.51,2.08,1.42,3.41,,
June,6.30,3.01,3.71,4.18,2.65,0.76,4.52,1.67,0.28,1.31,,
July,2.39,4.22,4.77,2.12,1.71,3.62,3.52,4.99,0.27,1.34,,
August,5.59,2.45,3.27,5.56,2.13,3.11,4.47,2.27,2.85,2.21,,
September,2.51,4.62,4.93,5.54,4.50,0.49,4.90,2.29,1.66,6.91,,
October,4.76,1.40,4.92,6.21,2.05,5.53,2.35,3.78,4.08,3.17,,
November,2.22,4.33,1.43,3.12,2.67,2.50,4.93,1.54,2.93,4.08,,
December,2.07,2.25,2.85,2.83,1.82,0.83,3.50,4.14,7.42,3.13,,
Total,39.87,33.55,40.41,39.25,27.74,28.07,38.49,34.38,30.92,35.42,,
Calc annual,39.87,33.55,40.41,39.25,27.74,28.07,38.49,34.38,30.92,35.42,,
Difference,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,,
