"SLAIDBURN (SADDLE HILL) 16D",,,,,,,,,,,,
Grid ref,SD691578,Long,-2.473050,Lat,54.015278,,,,,,,
Station no,3088,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,,,,,-999.00,8.86,10.98,7.42,,,,
February,,,,,,2.39,6.53,12.19,,,,
March,,,,,-999.00,4.29,7.70,2.42,,,,
April,,,,,-999.00,2.78,1.49,2.62,,,,
May,,,,,-999.00,4.96,3.60,7.52,,,,
June,,,,,-999.00,3.62,2.72,4.62,,,,
July,,,,,-999.00,7.33,9.15,5.22,,,,
August,,,,,-999.00,18.07,8.41,8.92,,,,
September,,,,,-999.00,5.20,10.44,8.22,,,,
October,,,,,-999.00,5.75,11.86,7.69,,,,
November,,,,,-999.00,3.81,3.37,2.79,,,,
December,,,,,-999.00,9.49,9.67,6.66,,,,
Total,,,,,-999.00,76.55,85.92,76.29,,,,
Calc annual,0.00,0.00,0.00,0.00,0.00,76.55,85.92,76.29,0.00,0.00,,
Difference,NaN,NaN,NaN,NaN,-999.00,0.00,0.00,0.00,NaN,NaN,,
