"CATTEWATER, PLYMOUTH",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,1634,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,,4.12,5.26,2.16,5.90,5.52,5.06,4.69,6.31,3.43,5.64,
February,,0.40,3.38,7.06,2.04,4.70,3.19,2.69,3.23,2.96,2.30,
March,,2.08,3.38,2.41,1.97,0.45,0.69,3.46,4.24,0.65,2.46,
April,,0.88,3.28,3.26,3.47,2.74,2.09,2.32,1.65,0.80,2.80,
May,,2.53,1.50,2.69,4.78,4.09,1.37,0.38,1.34,3.02,1.87,
June,,0.09,1.03,0.30,1.52,0.01,3.27,2.67,2.04,2.42,0.49,
July,,0.91,3.34,0.98,5.22,2.91,0.55,2.86,1.55,1.74,1.94,
August,,2.80,4.12,2.10,3.58,3.95,1.39,2.94,1.69,3.15,3.33,
September,2.42,1.04,2.73,2.81,4.28,3.37,0.43,5.12,2.07,0.39,4.63,
October,4.28,1.16,1.92,5.31,7.94,3.31,2.65,2.35,4.98,5.55,3.39,
November,2.20,4.23,2.35,2.29,4.53,3.31,6.88,4.00,3.37,10.80,6.55,
December,5.89,1.73,6.32,3.97,4.82,5.00,0.56,4.50,3.80,6.90,4.46,
Total,,21.97,38.61,35.34,50.05,39.36,28.13,37.98,36.27,41.81,39.86,
Calc annual,14.79,21.97,38.61,35.34,50.05,39.36,28.13,37.98,36.27,41.81,39.86,
Difference,NaN,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,
