WHITEHAVEN STANLEY POND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NX984142,Long,-3.570855,Lat,54.512884,Elevation,45,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,3656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,,,4.37,5.26,5.86,10.95,1.7,8.11,4.44,5.73,4.04,6.25,2.34,4.76,,,,3.41,0.69,5.41,5.67,4.4,,,3.05,,2.86,3.98,5.14,3.15,3,3.14,2.83,3.69,4.45,5.36,1.86,5.27
February,,,,,,5.79,5.47,3.07,4.3,2.04,0.6,4.07,0,3.93,0.49,4.76,3.57,,,,1.13,3.27,1.67,3.4,1.79,,,0.43,,2.61,4.55,3.54,0.98,1.54,4.32,1.43,0.79,3.8,3.98,1.7,5.25
March,,,,,,1.12,1.55,5.52,4.56,1.42,2.74,1.11,3.57,3.45,2.23,1.29,,,,2.47,4.9,2.23,2.39,1.06,0.36,,,5.92,,2.67,5.3,4.8,3.13,0.4,3.05,1.97,1.47,4.06,1.39,3.24,1.11
April,,,,,,4.49,2.31,1.84,1.39,1.52,2.33,1.65,3.36,2.37,2.65,2.98,,,,2.27,1.84,1.82,1.75,2.27,2.08,,,4.42,,3.59,3.95,1.87,4.12,2.23,0.96,3.58,1.53,1.77,1.17,2.91,4.21
May,,,,,,7.12,2.33,2.22,1.02,3.12,1.7,2.11,3.16,2.68,4.41,0.89,,,,0.39,1.52,3.31,3.39,2.58,2.76,,,4.57,,2.67,1.34,0.78,2.61,2.47,2.57,2.58,2.16,2.98,2.37,1.06,2.59
June,,,,,,0.5,2.02,3.17,4.64,2.19,2.22,6.4,1.98,2.46,2.29,4.22,,,,3.03,1.13,0.75,0.94,3.03,2.87,,3.26,3.19,,0.8,3.3,1.34,3.57,1.43,4.72,4.91,2.78,2.32,5.61,3.46,1.64
July,,,,,,3.31,4.23,3.96,6.51,5.45,2.81,6.55,4.66,3.51,1.21,2.1,,,,5.07,3.93,2.49,4.05,3.06,2.86,,5.76,3.33,,4.5,5.76,3.49,2.25,5.57,5.79,3.47,5.39,4.8,3.04,3.85,5.18
August,,,,,,5.23,5.51,4.96,8.55,7.7,8.69,5.08,2.38,3.21,4.49,2.71,,,,2.5,1.48,4.51,4.53,6.85,3.65,,5.11,0.14,,3.9,5.46,4.54,4.4,5.35,5.77,2.53,12.26,4.19,4.49,0.77,4.42
September,,,,,,3.67,5.16,7.86,3.76,1.52,2.53,3.22,4.79,2.08,5.84,7.34,,,,2.47,3.52,2.08,4.21,4.23,3.87,,6.53,3.39,,2.35,10.37,6.83,3.79,6.87,5.83,3.23,5.04,6.33,4.68,2.52,4.83
October,,,,,,7.13,3.78,3.72,8.44,8.3,7.93,3.96,8.31,3.62,7.2,7.82,,,,1.91,4.29,6.1,4.98,7.88,4,,0.64,0.73,,6.33,3.36,0.93,2.7,2.39,8.06,2.36,3.89,5.09,5.46,5.27,2.39
November,,,,,,2.83,7.62,5.72,8.77,10.37,5.79,10.78,2.87,2.8,1.66,6.33,,,,5.02,4.04,2.48,1.23,2.45,7.93,,6.53,6.03,,5.74,4.7,7.1,2.33,7,8.31,2.04,1.39,2.39,2.14,10.05,7.31
December,,,,,,3.05,1.49,1.42,4.79,9.55,4.15,7.06,7.86,1.56,7.32,4.16,,,,2.16,5.18,1.59,5.69,1.95,3.88,,5.52,1.98,,6.07,3,6.09,5.32,3.21,4.74,4.48,5.85,5.39,4.16,8.37,5.3
Total,,,,,,48.61,46.73,49.32,67.68,54.88,49.6,56.43,48.67,35.71,46.04,46.94,,,,35.69,36.37,31.32,40.24,44.43,40.45,,,37.18,,44.09,55.07,46.45,38.35,41.46,57.26,35.41,46.24,47.57,43.85,45.06,49.5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939 Jan 4.7; Feb 3.7 estimated therefore omitted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946 100s transcribed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
