GREAT HARWOOD DEAN CLOUGH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SD718332,Long,-2.4292713,Lat,53.794824,Elevation,540,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,2965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950
January,,,,,,3.67,2.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.69,4.06,4.88,4.4,7.1,4.8,3.01,3.33,6.3,6.18,11.15,4.49,4.24,3.89,3.52,5.09,4.93,10.98,2.11,6.73,5.41,5.78,3.78,4.35,1.94,3.76,4.07,5.94,5.2,3.4,1.45,4.54,,,,,,,,
February,,,,,,0.62,3.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.68,1.98,1.88,3.12,5.62,4.4,1.58,5.97,1.58,6.14,1.02,7.13,6.63,1.22,6.77,4.96,1.95,5.5,1.04,0.61,5.28,0.15,4.52,0.42,8.01,2.25,5.55,1.81,4.52,2.41,5.4,1.32,,,,,,,,
March,,,,,,0.72,2.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.98,6.36,5.71,5.96,2.47,2.15,2.67,1.59,8.51,5.54,5.86,3.04,1.54,1.52,1.91,2.37,4.19,3.07,1.54,2.87,0.75,3,2.83,2.78,1.46,2.65,2.18,1.91,2.31,3.12,3.85,3.41,,,,,,,,
April,,,,,,0.99,2.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.73,1.1,5.64,1.84,3.47,3.81,2.08,1.41,3.59,5.49,2.88,3.08,4.1,2.04,2.88,1.98,3.35,1.16,1.12,2.65,3.79,3.89,2.03,2.73,3.55,1.12,3.43,1.28,2.14,3.54,1.85,2.09,,,,,,,,
May,,,,,,1.99,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.04,3.07,4.72,2.42,2.09,3.8,2.07,2.6,2.81,8.16,3.47,2.14,4.09,5.78,4.5,3.71,1.46,1.26,2.95,2.45,2.79,4.8,2,4.33,1.61,1.03,2.52,3.41,1.74,0.81,3.24,,,,,,,,,
June,,,,,,3.31,3.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.46,6.31,2.78,2.94,1.61,3.24,3.34,2.38,2.19,3.22,0.98,3.43,1.42,3.14,0.18,2.07,4.76,6.65,2.11,4.51,7.15,1.94,2.74,2.63,3.78,4.54,3.47,5.21,3.7,1.09,0.46,,,,,,,,,
July,,,,,,5.76,3.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.87,5.54,2.21,4.78,5.11,3.71,2.99,4.66,2.01,6.97,3.71,6.26,5.25,4.98,2.45,3.43,4.52,3.06,4.05,4.76,4.27,5.64,3.79,2.49,2.07,4.27,2.1,5.09,6.91,4.39,2.25,,,,,,,,,
August,,,,,,2.6,2.85,,0.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.63,8.24,2.5,3.19,6.34,4.16,5.68,4.61,4.35,2.09,7.02,6.39,7.03,7.43,4.67,5.07,6.13,8.46,6.14,7.71,5.84,1.58,3.96,5.53,1.99,3.11,2.45,5.23,2.66,3.25,6.41,,,,,,,,,
September,,,,,,4,4.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.96,2.56,1.77,5.36,0.95,3.39,3.51,14.6,3.72,3,3.06,4.04,5.86,4.75,4.07,5.87,8.86,1.76,2.23,3.54,3.59,7.71,1.24,4,8.31,4.85,2.15,1.46,1.56,5.6,1.68,,,,,,,,,
October,,,,,,3.44,4.9,,7.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.65,4.51,2.28,2.72,1.21,12.49,9.03,5.22,2.96,1.7,4.98,0.95,6.86,4.49,6.45,4.31,4.24,6.08,6.98,6.46,3.46,7.88,4.98,6.78,10.02,5.1,2.25,10.82,2.09,4.8,5.94,,,,,,,,,
